tweet,label
wo saa akoa wei wo y aboa paa wo mmr bso woate na obiara nka bi mma wo dinb antumi wo a tete wo ntoma mmoa a w wuram koraa nim s mmr bi w h a yde gyimii tet kakra wonni panyin na due aboa funu,Negative
wode as?m ky? a na womfa hwee nky??e?,Positive
wo yere ny? a ?nte s? wo nko ara woda,Neutral
done     medi wakyi di makyi bi wai,Positive
medi wakyi di makyi bi wai  haha mate menua,Positive
y?ankoto a y?nna,Positive
?y? ampa la ??,Positive
wode gyimii saa,Negative
?tua obi ho a ?tua dua mu,Positive
wagyimi anaa??????,Negative
wob? ns?kuro a amane mpa wo so da,Negative
panin w? fie ?na y? san w? ?hene,Positive
wokuta otuo a womfa abaa,Positive
ampa ara “ truth   nya as?m hw? na ?h? na wob? hunu wo ad?fo”,Positive
?y? as?m oo ??,Neutral
nti wo p akyer s me kra firi dampare bdi adanse nda mmensa anaa nnan w nawtwe biara,Neutral
wosisi kwaku ananse a wosisi wo ho,Positive
way? ade? s? wadi makyi mema wo ammo,Positive
ei saa yate wai,Neutral
saa pp ??  sl,Positive
wobesu anaa ????,Negative
?dehye? ayie y?y? no mfensa nana afia kobi ampem damirifa due nana k? br?br?,Positive
??????masree saa,Positive
asm bba dabi o,Negative
y?hunuu nsuo ansa na y?hunu nsa,Positive
akok? sa kyee a ?ny? akor?ma f?,Positive
panin a ?hw? ma nkwadaa we nanka no y?rebua nankawefo? a ?ka ho bi,Positive
ns?m a ?y? d? pii no ?y? a na nokor? nnim,Negative
s? wokum as?mor?gwe na srade? nni mu a fa wanni hw? ak?kono anim,Positive
meda woase s? wodii makyiase da wo nyame ho,Positive
me tumi hw saa …herrr??,Neutral
daabi woati y?ka no sei akok? sa kyer? akroma a ?ny? no f?   akok? nsa kye a ?ny? akr?ma f?,Positive
hwan nso ni tsw,Negative
sika de onipa b?k? akyiri,Positive
“ ?beremp?n reb?wu a na odwan tiri keka”,Positive
onyame adom onua,Positive
meda ase pii,Positive
de? kraman hunu a ?p? wow wow no ?kra hunu a ?bu no anikyie,Positive
adidib?ne na ?de “tw?nwonsa” ba,Positive
ne nyinaa y? ade kor? “ oomf enni mu biaaa  y?w? sukuu nyansa ?na y?w? fie nyansa”,Positive
as?ms?b?   aboa kusie nya fufuo a ?b?di na w?mma na ?renk? ne b?n mu,Positive
aah blakk rasta nso b nkwasia nnwom paa ooo ????????… den ni,Negative
petee mu asaase nna h? kwa,Positive
y nua na din na k   yoo mmo ne y? “sidk me nso me di wakyi wai   cont  szsumiy,Positive
ebi gyimee n ahoyaa …,Negative
kontromfi se  ?brane na ?wu ne koko,Positive
asaase wura,Neutral
ma try saa enfa,Negative
mode ne nso mo mm basaaa,Negative
meda wo dawuro a wab? amma me no ase “ obiaa nkodi  akyi fidaakyidi”,Positive
mananses?m a metoo no nn? no ma abrab? mu afutuo nti y? nt? k? kan no w? me tumblr bl?go so  s http…,Positive
?y? a to s?be “ y? bedi w?mo trumu yie  ghana ne germany — ?n? ampae a ?b?dwa ?b?y? den nanso y?de b?pem so”,Negative
aane oo,Neutral
nkuto y?sra no hiada,Positive
ntontom mm?toa mu mpo y?awura na ?sono nan ntam mu,Negative
sigh nti daa saa,Neutral
wosum aniha fidie a woyi agyawaadwo,Positive
maakye ooo me nuafa wei kyea liverpoolfo no nso ma me,Positive
?sono wusie ?na ?sono ?b?,Positive
merek? ak? p? biribi ab?di ?ne meb?y?? ?de?n na ?nam,Positive
boi kyers saa anomaa app wei ankasa no gyimii no adso w ha dodo smh,Negative
y?nam baanu sum afidie a y?nam baanu na ?hw?,Positive
?n? y? ad?fo da nti nn? m?da adinkra ns?nkyer?ne a ?fa ?d? ne mpenatwe ho adi,Positive
wonni sika a na y?teatea wo?,Positive
kasa pa ma abaa t?,Positive
woreb?di nkosua a wonse sekan,Neutral
amakye dede  adukuro mu nsuo ak?n?ak?n?,Positive
saa,Neutral
wodi ka   nokwar? enti na y?ka as?m to s?be no   nanso s wona wo abu b yi,Positive
owuo da amansan k?n mu,Positive
mankani fufuo,Neutral
kyer? mu,Positive
ma di wakyi ssia nti wo nso di makyi,Positive
wode agyakwa a y?nnyae wo kwa,Positive
?barima b?dii d? anaas? ?barima b?dii d?,Neutral
ampa  mpaninfo? se aware pa ho y? na,Positive
aden man united club  no y wo ni ne wose dea anaa,Negative
ampa   obi d? wo a na ?ka ba wo ho,Positive
ananses?m y? afutuo wob?hunu saa w? ?n? ananses?m a matwer? w? me tumblr bl?g so  stcovnj…,Neutral
wotase pii a ?fifiri gu,Positive
ampa  adware? f?e? ansa na nsuo ret?,Positive
mate wai   makenzy medi wakyi di makyi bi wai,Positive
kasa tintin saa na,Neutral
yooo mati wai me nso me di wekyiri no bi,Positive
ahoyaa akwaaba ????,Negative
saa ara na ?te?  “  hahaenoa nono”,Positive
mepaakyew t? bor?de?…,Positive
saaa ppp   mmusuo ba fie a y?yi,Positive
hw no nso ne gyimii bi??????,Negative
eianoteewa   obi ak?n?de? ne d?mpo nsono,Positive
asamando y? ?man a anka y?nk? no animia,Positive
mew? ha “  benfo” y? hyiae? aky?,Positive
sika y? mogya ?na anibr? nso ?nso gya,Positive
lol mate wai   medi wakyi di makyi bi wai,Positive
aho?f? mmo ne y? “ odo mati   jlogh medi wakyi di makyi bi wai”,Positive
bra mike????,Neutral
ya suma wu anaa ???? wkhkyd,Neutral
y?nnyina nkrane mu ntete nkrane,Neutral
wo nso wofri hen “  obi mmu dua nnya so abawofri he”,Positive
dea wonim no obi nso nim,Positive
obuo ny? suro,Positive
medi wakyi,Positive
s ne wonko wogoro no nso metumi aka s menko ara medi maduane na menko ara madi magor,Neutral
nyansa firi fie,Positive
ne? onyame ahyira no no ?tanfo ntumi ns?e no,Positive
menim s? nkakra kakra menso me twi atwer? b?y? yi?,Positive
kyer? me wo y?nko na menkyer? wo wo suban,Positive
adin nsiananmu y? ns?mfua a ?si nipa ne ade? din anan mu te s? woka s? adwoa te h? akyire no woka s? ?as?re nti ? a…,Neutral
yesu w? wo mu a na woy? dehye? enti y? nsom no daa,Positive
akyinnyege? nti na aboa sonkronsuo panpan afa onipa hwene ano ?y?nko? no,Negative
eeii saa,Neutral
ab? ho nno?ma aduasa nso ay? kyiribidibi,Positive
twi ?twer?fo? owura s sap?n akyer? bosome din biara mu wopia ntoamu a ?di so ha hi a wob?tumi akan bi,Positive
asante didi nso asante nkae,Negative
wode amirika nt?mt?m k?fa wo y?nko afikyire a ?pae wo kor?nfo?,Positive
asee ne hwan na wak? k?m fofie ?no a ?nni tiri nwii na y?rek? twa no mp?s?,Negative
mmaap? mu w? ade? a anka ?papa da apakan mu,Positive
saa,Neutral
nkwan d? na ?twetwe adwa,Positive
oh saa mom????,Neutral
mek? manim a ?nk? manim pr?dwan mek? makyiri ?ny? yie makyiri ntansa,Positive
abaa y?deb? nkwaseafo? no onyansafo? dane kwasea a y?deb? no,Positive
nam ben saa,Neutral
miamia woremiamia obi,Negative
nokore kasa  ?nam owuo nti barima antumi ankasa,Positive
cm de nyimii saa na etou ato,Negative
wano ate,Neutral
akyire din ??????????,Neutral
de? aso te? na ano bua,Neutral
agor? b?y?d? a ?firi mfitiase?,Positive
aponkyerani wu a na y?hunu ne tenten,Neutral
e sn,Positive
wakenbake    pramso foc nso wo ha bi ??????,Neutral
“ y?rekamfo wo tuto? no na y?rekamfo wo nsasini”,Positive
gyae saa,Neutral
obi nso nkyer osofo ba nyame som wo te twi me nso me te twi wai,Neutral
batakari  no ad??so ?nti y? nhunu kramo papa,Positive
aboa abirekyie na ?bu ne b? s? ade pa na y?kata so nokor?,Positive
agyabeng mema wo akye,Positive
nya as?m hw? na ?h? na wob? hunu wo ad?fo,Positive
aserewa mo tam k?se? a ?tu no hwe,Positive
wofeefee ?funu aniase a wohunu nsamaa,Negative
wop? no yie a wobr?,Neutral
?y? a ma mente wo nka   aane bma nna   ei  mew?faase yi ?nti cont,Positive
de? ?barima p? na ?y?,Positive
w?be k? antoa anaa ??????,Negative
tumi dodo? y? gyimi,Negative
woy sureny ghana mmom  onipa ho hia sene sika,Positive
ananse nam a na ?so ne dan,Positive
admin no onom weed anaa tramo,Negative
mate wae “  medi wakyi di makyi bi wai”,Positive
gyimie saa,Negative
“kwasea”,Negative
onipa a ?nhunu ne mfomso? nnim nsakra ne b?nefaky?,Positive
eish saa ????,Neutral
oh bra aden,Negative
onyame na aseda s? no “  medasi”,Positive
mfomso? mpa onipa ho da,Positive
mo twi atwer? no o monhunu s? nsonsono? w? kwan a y?fa so twer? twi ?ne s? nea y?fa so twer? enyeresi  sud…,Neutral
?baa nya adware? pa a ?tumi siesie ne ho,Positive
b saa aba????,Neutral
nna wo nhwehw makyi kwan kakra mpo,Positive
nyankop?n b? hiani a na woab? ne boafo?,Positive
?n? kwasie yi mede nyankop?n nhyira ma mo nyinaa nadom nti obiara ?nya asomdwoe? mmere biara,Positive
asee na ?ni awuo na seek?? nso a wab? k?bene yi mu ?,Neutral
na wei nso fri hi??????,Neutral
yoo medi wakyi   medi wakyi du makyi bi wai,Positive
ne? ?kraman hunu a ?p? wow wow no agyinamoa hunu a ?bu no anikyie,Positive
bi nso nni sika????,Negative
woab? dam,Positive
kalyjay gyae saa ????,Negative
wei de s tapoli  anaa ??,Neutral
wo b?t?m y? ha a wonnya animoanyam,Negative
k?mfo? nsuro anisobirie,Positive
kwasia saa nu??,Negative
kelewele koraa wo to mi de y?,Neutral
wobu ohiani kwasea a ?de ma nyame,Positive
ata ne ata ne atakorata ne w?n ntantaban k?? nta ber? a ata ne ata ne atakorata ne w?n ntantaban twaree  sp…,Neutral
asem aba anaa ????,Neutral
aduane basabasa saa no,Negative
ab?dwes? b?too annint?nnwi,Positive
etwie nni etwie,Neutral
hmm ?ne? ahiafo? te as?m so “    ade no”,Neutral
akwadaa su mpaninsu a ?tua ayiease ka,Positive
wonni ?baa mpena wanim yayaaha dabiara worema awares?m ne mpenatwe ho afutuo  isloh,Negative
akwaaba,Positive
may   inoedeybiz medi wakyi di makyi bi wai,Positive
de wodua no enoara na wobtwa nti eyaa y ahwyie,Positive
benfo da biara a mba wo twitter mpasua yi so no na mani agye yie wo twi twer ho twa kronkron,Positive
aba no saa,Negative
fante d?kono a wafira ne ntama papa bi mpo y?nyi no ay? na wo paano a woda adagya,Positive
merema makyidifo? nyinaa afehyia pa,Positive
papa panin hw? bra wob? smh,Neutral
aberewa b?di tw?de? a na ?firi nano,Positive
mepa wo ky?w nasekyer? ne s?n,Positive
oh saa,Neutral
aburofua t? akoa,Neutral
y? si ekwan da h? s? y? hwehw? mu bio s? obi w? bibiaa y? betumi agyina so de buaa ama nokor? no ada adi enti s? wo w? bi saa fa k? to atammoafo? anim na y?n bue asem na no bio enhu mo nokor? nyinaa,Positive
“ wob? brapa a na wote mu d?”,Positive
woboa onua “  i have this strong feeling woy gina meboa”,Positive
das??  wop? nkwann? awonsuro nantwie,Positive
ano a y?de se ?baa p? no ?ny? ?noara na y?de ne no tena,Neutral
s? de? wonim no “ as?ms?b?   aboa kusie nya fufuo a ?b?di na w?mma na ?renk? ne b?n mu”,Positive
y?hw? onipa anim na y?asoa no twene,Positive
y ampa paa mo ne ka mmaa p? ?d? kyiri ?ka,Positive
oh saa,Neutral
woay? bi agyae o,Neutral
asekyer,Neutral
equalization ne gyimie saa,Negative
me nua ka no yie worep? akyer? s? y?n afuomfo? nyinaa ny? papa anaa,Neutral
?beremp?n reb?wu a na odwan tiri keka,Positive
wonsuro aaa bdin ????,Negative
aduane basabasa saa no,Negative
aane patapaa kraa y,Neutral
mepa wo ky?w meser? wo s? wokyer? b? no ase?,Positive
black rasta nu wagyimi anaa ????????,Negative
sika b?n nono,Negative
paakyw patuo y dn   ?patuo su anadwo a ?y? mmusuo,Positive
mpotompoto,Neutral
?nk?fa mampong amirika na ?nk?gye wo ani so,Positive
ahunubip?n nti na s? aboa aserewa regyegye ne mma agor? a na watwa nani ahw? nky?n no,Positive
?kwan nsi anoma,Positive
obi nnom aduro mma ?yarefo?,Positive
?gyina asuogya a na ?repa aky?w ?twa asuo wie a ?se ?d?nky?m atik?p?,Positive
mmer? dane a na wo nso wadane wo ho bi,Positive
ny saa wokc fie na wokc ka kyer mama a,Neutral
mesene wo y?mfa mmu ?man,Positive
paemuka y? f?re nso ?y? ahodwo,Positive
na s de ekuri ne ho no kyn ntoma   aboa akyekyede? nni ntama nso aw? nne no da,Positive
gyamfi mpo koraa antumi annyam nne?ma amma no anfiri a na wo s?kyer? na woreb?kyer? s? de? y?hy? ?ky? ma no ky?re,Negative
osuo na ?ma ntakraboa di tuo,Neutral
de? wob?guo na wob?te?,Positive
akwaaba medaase  sedmhe,Positive
saa   ahum bi reb?tu amma asaase awoso,Positive
s? y?annyae ab? twa a y?b?hunu ak?kono nsakas??,Neutral
nnwane nnya wo ad?fo? w?  ab?ber?s? mu,Positive
kafra,Positive
mmo ne y?,Positive
no swahili is like a english word for kiswahili now waswahili refers to the people usi…,Neutral
memm? me din b?dwam m?ka agu wo asom dm “  ei ei twi na woreka no sei way ade  yfr me jo  wo din de sn”,Positive
ei saa ayoo,Negative
ndc kuw no ani gye ho s? w?b?hwie mogya agu ad?n yebetumi ama ghanafo awer?hyem s? saa ?bonsam nhyehy?e yi renny? adwuma,Positive
agyinamoa nni fie a nkura twe k?t?,Positive
asopa ante a as?mpa tie,Positive
aboa k?t? ?nka na ne nkyea na ?y? ya,Positive
yesss boss    medi wakyi di makyi bi wai,Positive
?? mmer? ?p?p?n,Neutral
nyansa ny? sika na w?akyekyere asie,Positive
“ ne? ?kraman hunu a ?p? wow wow no agyinamoa hunu a ?bu no anikyie”,Positive
daaabida ???? “ wabusua ny? a wonto ntwene”,Neutral
kurotwiamansa fa akyekyede? a ?danedane no kwa,Positive
nea ?da anaafo? nsuro,Neutral
mpaninfo? se woay? bi a gyae ny? woay? bi a toaso,Positive
yoo “ midi wakyi dedaaaada    medi wakyi di makyi bi wai”,Positive
wodi atedua na any? wod? a na ?firi wo se  obengwoha,Positive
ahy?nso?nkyer?ase? ne s?n w? ha,Neutral
asaase bn,Neutral
na s yemi nso ka bibiaa kyer boys no enti nim paaa,Negative
wontee obi as?m ase a wommua no f?,Positive
obiara a ?ka wo twi twer? no rete mp? ba paa k? so saa ara,Positive
nokor?,Positive
de? ?woo wo? te ase a y?mfr? wo agya ba,Positive
ei mo,Neutral
herh fa wo kwasia k? na wo nny? ade? saa,Negative
mesee,Neutral
nana hw? ha kakra me me  shnhgu,Neutral
ewiram mmoa nsaae? na ?seb? akye anomaa,Neutral
saa “  haha lols eyaa to sbe   medi wakyi di makyi bi wai”,Positive
wotan obi a na wofa ne yere,Neutral
asm bn na wooka no saa no,Negative
as?m ba a na ab?buo aba,Positive
y?nni as?m busa owuo ?kura ade? a nkwa ntumi nnye,Positive
?no nko ara gaana mmaa dodo? no saa ara wopop? toaso saa a ?fi mfe edu ?rek? no na wo honam ahy? ase? rehye tumm https…,Negative
?hene aso te s? ?sono aso,Positive
worep? w’ase trumu ahw? a na woma no bep? so afuo d?,Negative
?se nua ne t?k?r?ma nso ?nya no a ?ka no,Positive
tiwa anaa s?n whan??,Neutral
?kyo nnyii? a y?mpam no danta,Positive
blacko wagymi anaa ????????  atade? b?n nono,Negative
yoo medaase   ?san y? alphabet  nsmfua is words or cont,Positive
?tan nni aduro,Positive
asem a wooka no nokr mmom wig no akyer????????nso wookc ka a ymmra wonka,Negative
asase kotokuo obiara b?t? mu,Positive
agye ta ??madrid de gyimie saa,Negative
saa fulani nu ankasa ????????,Neutral
wo nso kodi bi ma gyae obi asem ma no,Positive
de? y?dey? k?t?kor? no y?nnyi no abor?,Positive
aniso no yhu wn asfo nso ebi a na wfiri tigali enti wei nso ymfa no saa,Negative
akok?nini biara nni h? a ne ba di nakyi,Positive
nyansa bunu mu ne mate masie,Negative
gyimiii saa,Neutral
wo nkoaa wodidi a wo nkoaa woko,Positive
zak gyai saa samantha hwe wu,Negative
wode b?t? ?d? mu ama n’atete w’ani so later dea anka fa nom nsa,Negative
… wagyimie saa,Negative
ade? nsae? a y?mm? nyame asobo? y?te nkwa mu yi de? y?w? ade?,Positive
?bi nom asi mu nt?m nso amane amane nti w?nnuru da,Negative
ampae? a ?b?dwa,Positive
?b?mm?fo? si wiram a mmoadoma nyinaa dwane k?t?,Negative
wonnyinie? a wose woy? ?dehye?,Positive
na akoa weyi wagyimi anaa,Negative
yeb daa n hwenkrmu papa bi lool,Positive
heeheee na wu ka no bk saa nu odo saa na atu adapaa twa hiihiiiii,Positive
nea ?da anafo? nsuro mframa b?ne,Positive
onipa te ne ho ase a ?mp? ?nni hwene na ?nso ?rek?b? se,Positive
obi ka ntam gu wo so s? pa wo ntama ma no a wopa ma no na wobisa no ase?,Positive
masre saa,Positive
asem   ?d? fofor? de? ?y? f? na na awie?,Positive
opoku fr?fr? na ?se biribi reba biribi reba ?ny? ?ko a na ?y? ade?,Positive
me w?faasenom mommo ne mo twi twer? moay? ade?,Positive
bra wu di di mekyi waii,Neutral
hmm ampa nanso abusua fo? aa w?n hwere w?n dehye? nom se ?mo de aky? enti y?n ni hwan s? y? pe fa ab? y?n bo,Negative
akua ababirekyie na ?kaa nas?m s? ahennie ?y? d? nti ?ny? de?n a ?b?di hene ansa na wawu,Positive
wo ye nipa paa,Positive
“ awisiaa pere wede? na ?mpere br?bo?”,Positive
y?de agor? no reba wo fie na ?de?n ne mirikatuo yi,Positive
anigye? s? k?t? ma ?d? a asomdwoe? na ?bob?,Positive
?y? oo me w?fase na wo ?? “ y hwe na eti sen,Positive
akwadaa hunu ne nsa hohoro a ?ne mpanimfo? na ?didie,Positive
aprapansa,Neutral
ahhh  na boy nu wagyimi anaa ????,Negative
?b? yi mu api,Neutral
mframa mpusu dusini,Positive
“ fr?mfr?m nte h? daa”,Positive
ayoo “ mmo ne wo twi twer? holiday w? twi mu y? dapa anaa dap?nna “ ?kyena y? me holiday””,Positive
nkrabea nyinaa ns?,Positive
saa  eii,Neutral
ka na ka no biom “ ne? ?p??e anya ne? ?nyaae? nso amp?”,Positive
mf?te? te s? edwie nanso ?ne no ns?,Positive
?domankoma a ?b?? ade? ?no na ns?m nyinaa firi no,Positive
yess boss mi taa wakyi gidigidi kraa    medi wakyi di makyi bi wai,Positive
?panin didi adidi b?ne a ?yi nayowa h?,Positive
eii saa,Neutral
eeeii u be me anaa??,Neutral
kosua b?ne baako s?e nkosua apem,Positive
de? ?retwer? y? mfomso? a de? ?rekenkan nso y? mfomso?,Negative
mepaakyew mewie,Positive
bra panin,Neutral
hahahahaha    medi wakyi di makyi bi wai,Positive
medi wakyi papa paa   adjoakakraba medi wakyi di makyi bi wai,Positive
nnaase nni h?,Positive
nokr  ?k?t? nwo anoma,Positive
woboa,Negative
aane ??,Positive
brilliant   f?f? na ?y? f? nti na ?damani tu mmirika a ?s? ne nufu na ?ny? s? ?b?te at? ?damani  ?baa a ?di ne ho ni,Positive
?y? ampa o “ s? wotwa wo t?kyer?ma we a na wo nwee hwee cc,Positive
ad?n nti na wonto s?be “  agor? reba wo fie a y?ntu mmirika nk? hyia nogtwo pere tw ho a wodi turumu”,Positive
bra panyin medi wakyi wai    medi wakyi di makyi bi wai,Positive
m?tumi  ay? bi,Positive
?k?m de krotweamansa s? de?n ara na ?k?to akyekyede? w? ?kwanatifi a ?nkye no nwe ?titi n’akyi k?k? gya no h? k?,Positive
oh saa,Neutral
adware? f?e? ansa na nsuo ret?,Positive
tipae? ba kuro mu a ?k?t? mfa ho,Neutral
wosoma ?namm?ntenten a wob? kaprenu,Positive
ohia soma wo a ?b?y? de?n na wonk?,Negative
ayoo mati,Positive
“me ne wo b?k? me ne wo b?k?” y?de daadaa efunu,Neutral
saa na wka no,Neutral
metee wonka aky naden,Positive
ena woka nesii   batakari no ad??so nti ?mma y?nhunu kramo pa,Positive
ak?daa nnim gyata a ?se odwan,Positive
ampa   ohia s?i abrante?,Positive
wo twi no y? papa paara “na wei de? wohw? a ?w? nkrataa  meny? ‘sure’ mpo s? ?w? sika ?reb?p? y? de? na adi we…,Neutral
“ obi tan wo a ?nte wo as?m ase”,Positive
?y? mpanins?m wo rente ase? nti no ?y? s? ?y? nkwasias?m “ hahahahaha nansins   barima na ?n,Positive
oh afia meny saa??,Neutral
adn y achacha   de? ?retwa kwan nnim s? nakyi akyea,Positive
medaase   wo nk?so? gyina wo ara wo mm?denmm? so,Positive
?kafo? na ?hwe an?pa bosuo,Positive
?kraman na ?kaa nas?m s? mede me kwasea regye nyinky?,Positive
“me d?fo pa m’ani agyina wo” wop? s? wotumi twer? ghana kasa atwer?de? te s? ? ne ? a ?ne? twe  kiib?d fi…,Positive
medaase aburu,Positive
saa ong,Neutral
twi kasa nana na wapom te sn,Positive
y?nni as?m bisa owuo ?kura ade? a nkwa ntumi nnye,Negative
me nso me di wakyi de muoodzen,Positive
saa saa,Neutral
to wo bo ase na wopre wo ho ade? hwere wo   na ase ne sn kwraa   mmraframa de hoohoo ?refa ade? a ?nnya,Positive
nti afe ato y?n yi y?nna awurade ase mema makydifo? nyinaa afehyia pa afe ses?e na y…,Positive
wok? melcom a,Neutral
ah wagyimi anaa,Negative
obi agyimi a na ?nkyer? s? nani afura,Positive
wode woti pempem aswear sika no wonyane yakai no bctc ??  sotkdggxs,Negative
onyame na ?nim ne? ?y? na ?y? ma ne mma,Positive
saa,Neutral
bosompo b?too ?botan,Neutral
boa nso ooo,Negative
obiara w? bor?no a ?y? nak?ses?m,Neutral
onyame adom b?ne biara nkaa me,Positive
wobu b? kyer? onyansafo? ?kyer? ase? te,Positive
mete nkwa mu yi de? mede aseda b?ma nyame “  twi kasa nana na wapom te sn”,Positive
onipa nsu kwa,Positive
wo nso nkwasia keka nie,Negative
de? ?repam wo mmer?e a ?b?y? d?n na woagye wo ahome,Positive
ny? agor? ne koto na menhw? wo to,Neutral
nsee goro tip?n tip?n,Neutral
ooooh bra alvin????,Neutral
sr?sr?bidie ny? kor?nob?,Positive
opanyin kse afehyia pa oo,Positive
obi susu as?m ho kyer? wo na ?mp? wo nyansa ahunu a na ?rep? wo kwasea na ahunu,Negative
arh akwei wagyimii anaa ??,Negative
s? wotu bata na s? nne?ma nk? yie a san wakyi mmpanimfu?? na ?kae s? sank?fa w?h? yi y?nkyiri,Positive
saa moom,Neutral
?nsuo a ?d? wo na ?k? wahina mu,Positive
huhuuhuhuu biara ny? hu,Positive
mo amu asanteman dehye kronkron wanansesm ne mu te yie aba nso w mu yie paa ara yaa taa twer bi na ynkenkan yda woase,Positive
?sono wusie na ?sono ?b?,Positive
?se? ne kagyae nni aseda ?hemaa “  me daase”,Positive
sika ny? sika sika ne de? wo abr? na wo anya,Positive
twi nana medaase na mom me kasafidie no y tete nokia no bi nti menya bb ah msan agye,Positive
de? ?da ?fam no nsuro ahwease?,Positive
ohhh saaa merehwe na ma san aye,Positive
ogyam se oy hard nso nema nu pae p ofi ????,Negative
woto bo? b? dan a ?ba woara wo so,Positive
saa nso na s ekuro bku kraman a na t na pampam  dompe a koo tweamansa awe agya no s? sakraman b? tra a ?nya ay?mtuo,Positive
wodi sono akyia a wontoa,Positive
striker meboa anaa,Neutral
steph curry nu wagyimi anaa,Negative
wo tiri so a ?ny? nne?ma nyinaa na wosoa,Positive
onyame nhyira w? h? daa ma y? nyinaa ?y? ?baatan pa ?hwe ne mma so daa enti mo mma y? nsom no ?n? kwasie yi,Positive
aah nas? y?kaa y? ghanafuo ne sika anibere di? ay? s? wansena a esisi bibia y?n b? din ho ponzi scheme bia ?mo b? investi wopaa next year obi mmfa fofor? embra ?mo besan edi sika ak?to h?,Negative
wonnim asa a na wose atwene ny? d?,Positive
“ nyansa firi fie”,Positive
saa mom ??,Negative
nkwasia d nso ooo??,Negative
?panin anhunu akonnwa so tena a y?twe firi ne to,Positive
saa na te oo ????,Negative
saa ppp,Neutral
na wonso saa na wo te  ssdoa,Negative
