tweet,label
saa asbrante  yi ma mani gye asante kasa ho koraa dodo wo mm no mu da ho korgyee s asuo firao benada,positive
wo nso kodi bi ma gyae obi asem ma no,positive
sika no ahyew,negative
mensei da me feeli meho tu herh amrado 👏,positive
nana ama pre dudu,negative
neɛ ɛnim ako no ɛnnim dwane,positive
ah ah obi adi no awu hmmm,negative
shay this na kuriku 😂,neutral
me shock me ho sɛ wo bɛ tschew koraa,negative
twi nkasafua ɛnni brɛfom nyinaa nni ???? kora na twa tim watwerɛyɛ mu   y den na wo nya  ne  me ser wo kyere me,positive
me ho yɛ bɔne,neutral
agorɛ a ɛyɛ d? yɛnko aseɛ,positive
ɔdi trumu eiii,negative
kakahyi langa,neutral
gabby deɛ ɛyɛ ogye gyentwi nkasa,negative
ano yɔdebɔ bɛsia no ɛno ara na yɔdetua,positive
ɛmaa wo wiase oo,positive
nanso wodi agorɔ na wɔtwɛn,neutral
dabi me dii bɛgo lol,neutral
covid19 nkoa na seesei ebola abaframu the game enter level eii,neutral
enti efi bere bɛn?,neutral
akoa yi ho twa,positive
nanso wodi agorɔ na wɔtwɛn,neutral
bra ??  stcoapsbwhaeo,neutral
awurade aka me ɛ6gh pɛ w me momo onti yɛyɛ ne dɛn😔,negative
enokay menka ho bi anaa,neutral
wo english nso nyɛ papa koraa,negative
eii information wo wiase ooh 🦅😂,positive
me nkutoo na mewɔ biribi a emu yɛ duru,neutral
enti yɛka two days ago aa na ayɛ dɛn😹,positive
me ho yɛ hu,neutral
is example of onipa suro na ɛnyɛ ahonhommɔne,neutral
ehu ne sorowisa,neutral
wo yɛ aboa paa ɔɔɔɔɔɔɔɔɔɔ wo saa akoa wei??,negative
woankɔ baabi amma a yɔmma wo akwaaba,positive
ei partey b fa pole mu eh,neutral
is full example of fear of man and stop saman,neutral
ɛsono wusie na ɛsono ɛbɔ,positive
so  nkwasia ndwom wei na woy na wokasa saa tsww wei,negative
sunsum nni wo bio ne mu sorry,neutral
wo ti yɛ fɛ wate asɛ aknfɛm kosua,positive
sika no ahyew,negative
?yere te sɛ kuntu wodekata wo so a wo ho keka wo woyi gu hɔ nso a awɔ de wo,positive
ɛna ne agya a wɛnny? y? sene awisiaa,positive
kraman mullion eii,neutral
pakyaaaa d  sɛ wofa nwansena ho abofuo a wobre wo kro,positive
😂😂😂 kyerɛsɛ hearts deɛ mo nnim hwee yɛ team bɛn koraa ni,negative
kwasia sem saa na wabodam,negative
"ɔdamankoma adaworoma nti abrabɔ mu nsɔm y? ara "" abrab mu te sn w amanone h",positive
asɔm bɛn koraa nie ??????????,neutral
nti ɔkɔsii sɛn,neutral
mo nka window no ɛnto ne knso😹😹,neutral
oh bra ben lol,neutral
gyae saa na nny,negative
akyea a na ɔmmueɛ,positive
huuhuhuuhu bɔ man ɛna kɛtekɛkakyerɛ bɔ kuro kɛnkɛnsani bɛbrɛ,positive
chale sika nu nyinaa aka gh2450p but still yɛ gyina mu till ɛ5th january,positive
twa bi di oooo braaa yooooo wonya twa aaa wobɛdi,positive
nanka yɛnni pilolo sia,negative
mo ni k k yi nso kraa wobɛk mu nso na ɛyɛ coins o,neutral
saa ??????,neutral
ankasa nasu yɛ din,neutral
saa,neutral
twa selfie me twa bitters,positive
me ho ntɔ me,neutral
nanso yɛnni pilolo sia,negative
?patuo su anadwoa a ɛyɛ mmusuo,positive
lol   mesɛ ky? no mu  pearsweety metu mich di mawo watiwo y buei   haha y? cont,positive
hwɛ gyimi sɛm bibra ha bɛhwɛ😂,negative
aniwa saa na wafa so awu,negative
koterɛ nsa nhyia onyina nanso ?foro da biara,positive
wo maame twɛ sɛ akosombo,negative
""" obi tan wo a ɛnte wo asɔm ase""",positive
gyimii saa,negative
eeeii saa mennim da ??,neutral
koko nkoaa aden wondidi biom anaa,negative
ah ka na ka biomedey bore me mpo 😂💔,negative
oo saa,neutral
me ho yɛ bɔne,neutral
"""hehe  ɛbaa ne ne kunu asɔm obi nnim mu bi""",positive
nanka yɛnni pilolo sia,negative
me gal de nadia alhaji ba baako pɛ ne nneɛma po wo si nantwe no mepa ne nan mepa ne te,positive
ashawofo na ɛdi valentine,negative
yɛ nom nsa na yɛ fa adwene,positive
woanya biribi ayi wase ay? a wongu no animtia,positive
?hia oburoni a ɔdi mankani,positive
ɛbɔ yi akyere madwen so,negative
mɛni agyi wo twi akyerɛ ho,positive
wo english nso nyɛ papa koraa,negative
woy? na any? yie a y?frɛ wo ayɛbiaguo,positive
ooh nneɛma ɛk so,positive
aww ayie,negative
onyame adom nti yɛte ase nnɛ yɛnsom no ɛnɛ kwasie yi,positive
me ho yɛ den,neutral
atopa kɛseɛ gyina sisi denden so,positive
nka no da me ha nso wall no,neutral
wonni sika nanso hwɛ wɔn,negative
"?? "" nyansa dodo? gyae aboa""",positive
yakubu sɛ preko yɛ haram,negative
nti na wo phone asɛe no 🤣🤣🤣,negative
wobetumi aboa wo saa akoa no??,negative
wonni sika nanso wopɛ mmaa yɛde anomdwa tu tonga,negative
ah ei pain me,negative
medaase ne nkyerɛkyerɛ ??,positive
ghana ne nkwaseafoɔ,negative
me ho yɛ bɔne,neutral
sia nanka yɛnni pilolo anaa,negative
anaa mede ohia ɛka nkwasiasem,negative
?hia wo a wo bɛtɔ mu kwan ware sene wo kurom kwan,negative
???????ɛsikasm nso w h,neutral
?? akosua mmɛ mmusuo mma akua mfaɛ?,positive
gyaii nsem hunuu no na bu ɔman,neutral
na sɛ? ama tundra so wagyimi saa ??????????,negative
wo pɛ chacha oo,negative
s pen game is fantastic song is magical and touches the heart ewurade nnyɛ awoa nka nka me yɛ lonely ma hwehwɛ obi maka masɛm akyerɛ no ma me nnya obia me nnya obia mabɔ me ndwom akyerɛ no oo🙌,positive
wobɛtwa kontompo ahurihiri deɛ ka nokwerɛ na gyina faako,positive
ɛtanfo te sɛ aboateaa ne se nketenkete na nso ɛka wo a ɛnni aduro,negative
yɛbɛso wo so a y?hy? no mma,positive
wobɔ nsɛkuro a amane mpa wo so da,negative
ofuime pawoky?o medaase sɛn,negative
ne tirimu den no eer mɛ ndi nkwaseasɛm,negative
me nkutoo na mewɔ biribi a emu yɛ duru,neutral
e choke u anaa,neutral
saa aberanteɛ wei deɛ ah,negative
jesus😱 sika na shi😥 maa comfort bɛ ti afri ne monthly pay mu 🥺,negative
me ho yɛ hu,neutral
wo brofo nso nyɛ d ??,negative
nah bj nso eehh,negative
sɔdeɛ ɔwɔ nam no saa ara na ɔda,positive
menso deɛ me de ka bebere 🌚,negative
"masa, wo yare anaa",negative
sika no akɔ,negative
enti nkwaseasɛm ankasa nkutoo,negative
wo brofo no nyɛ me dɛ,negative
utag nyame kasa ma amoka ɛyɛ diiinnnnn🙏🙏🙏,positive
abɔde santaan yi firi tete obi nte ase a ɛnim nahyease na obi ntena ase nkosi nawieɛ gye nyame,positive
sia nanka yɛnni pilolo anaa,negative
hahahaaa wo yɛ jon paaaaaaaaaaaa lol,negative
ɛyɛ me ahodwiriw mpo,neutral
me nkutoo na mewɔ biribi a emu yɛ duru,neutral
"sɛ adeɛ ha obi a ɔduru mmerɛ bi ne bo fu "" ase ne sn   nsuo taa aponkyerani a wɔgye wɔ?""",positive
wo yɛ aboa paa ɔɔɔɔɔɔɔɔɔɔ wo saa akoa wei??,negative
me ho yɛ bɔne,neutral
sika no ahyew,negative
saa mmom,neutral
eeeeiiii asem ben na akoa wei nso ɛka yi🤣 jay z was fading out 🤣,negative
kraman million eii,neutral
wo bɛ tschew,negative
saa saa,neutral
wubisa question hunu aaa answer hunu na wunya,negative
saa ɔkwasea na ɔyɛ kraman,negative
koko nkoaa aden wondidi biom anaa,negative
sika no akɔ,negative
ɛbi nom asi mu ntɔm nso amane amane nti wɛnnuru da,negative
gyae nkwaseasɛm no,neutral
nsuo tae aponkyerɛne a ɛnna ny? wɔ,positive
ɛbɔmmɛfo? si wiram a mmoadoma nyinaa dwane kɛtɔ,negative
me ho yɛ hu,neutral
sia nanso yɛnni pilolo anaa,negative
saa ppp… pky ???????????????????????,neutral
na who this man koraa herh 🤔,neutral
"""bɔ ɛso bio"" na ɔma egya pae",neutral
oh bra adn,neutral
nadom nti medaso tease d d,positive
konkonsa bi te kuro yi mu nso?,negative
me k ahotenii louis snr high   na wokɔ? sukuu bɛn,positive
sika no ahyew,negative
twam wogoro twer ne,neutral
a s a n t e w a a,neutral
shocking me mpo??,neutral
nnam papa wɔ serɛ mu nanso mompɔ gyesɛ amane,negative
sika no ashe ɛka aba,negative
aww ayie,negative
me ho yɛ bɔne,neutral
wo english nso nyɛ papa koraa,negative
nasu ankasa no yɛ din,neutral
me tan evil ne mpataa a wɔayam,negative
abufuo te sɛ ?hɔho? ɛntena baakofo? fie nky?,positive
ɔhemaa abotrɛ 😂😂😂😂😂😂😂😂😂😂 herh but milo yɛ fokn,negative
ɛyɛ aa fra ntoma 😊,positive
ɛnyɛ saa na merep akyer,neutral
ohia ka womuã ho na wo bu atɛn,negative
oh ein boss sarkodie ankasa dey steal lines na fanbasedem diɛ dem go love steal ghana ankasa mpo,negative
"mmo way? adeɛ ""  ok magi wai midi wakyi nso""",positive
ah na wagyimie anaa sika nu ashe 💔 fa wo kwasea ko oooo,negative
wob show baako aaa wobɛyɛ dede saaaa,positive
wonni sika nanso hwɛ wɔn,negative
peer pressure nti nka nifrani deɛ spectacles fa woho bɛn 🤣,negative
yaa pono will go and shoot video for the diss song pɛɛ wagyimi saa wo ka kyerɛ bronii koraa a ngye nni😂😂 herh boys fool😂😂😂💔💔,negative
eeeeiiii me yɛm koraaaaa ahye me 🙄🙄🙄,negative
ohia kasa fa womuã na wo didi atem,negative
wo brofo nso nyɛ d ??,negative
ɔdi trumu eiii,negative
ɛnyɛ saa na merep akyer,neutral
is full example of fear of man and stop saman,neutral
"yɛtwerɛ no ""woagyimi""",positive
obiara wɔ borɛno a ɛyɛ nakɛsesɔm,neutral
yaa asantewaa e,positive
odompo se wobrɛ ansa na woadi d?,positive
good morning krobea kumasi asante kotoko wo kum apem a fa b ampesie 🔥,positive
oh saa??,neutral
ɛkraman se sɛ anadwo na yɔdi dwa a anka yɛbɔhunu ɛbarima a ɛtɔ nam,positive
paapa me pa wo kyɔw anɛpa yi deɛ ky? ma no nso me so bi wae na ɔkɔm y? ta yesufie,positive
herh bu adeɛ wati small boy na wɔ ka foo saa no🤣🤣,negative
ashawofo na ɛdi valentine,negative
adeɛ wei madidi ho saaaa megu so didi ho,positive
wo lie yi deɛ ɛnfa nana 🤪🤪,positive
hwan ba nso no no?????????,negative
saa nso na opanin ta w badwam a ydi hy akwadaa ??,positive
wo papa da wo ase 😂,positive
gyae nkwaseasɛm no na mo ne ɔman no nni yie,neutral
ny? hwee ma ɛbarima gyina deɛ ɔmpɔ,positive
gyae nkwaseasɛm no na mo ne ɔman no nni yie,neutral
ghana yesu de dabiaa oky momo nso menya bi da,negative
otanfo ne yanko n na yɛ ma nyanko oooooo is main judas brɛda your punchlines that y shatta was delivering on stage 🔥🔥🔥,neutral
nana mepa wo kyɔw amokua ne aboa bɛn,positive
coconut nkoaa nea enti a wonnni bio anaa,negative
oh saa na ɛte??,neutral
fa wogyimi k da,negative
wo kum apem a apem bɛba kumerica to the world 🌎,positive
koko nkoaa aden wondidi biom anaa,negative
aniwa saa na wafa so awu,negative
nk nso ooo,neutral
ata ne ata ntena hɔ mma tawia nni adeɛ,negative
me nni bebia k me nni bebia k 😅,neutral
wo yɛ aboa paa ɔɔɔɔɔɔɔɔɔɔ wo saa akoa no??,negative
ankasa nasu yɛ din,neutral
?panin wɔ efie ansa na y?rewo ?hene,neutral
ooh odo yewu menya saa ????,negative
mhu wafutuo no na mfa mab me ser mu s me twe ba mahomatrofo yi so p wobte menka mo ne tie,neutral
dabi me dii bɛgo lol,neutral
eno deɛ ayɛwoka yentua ndɛ ne okyena so ka ho,positive
dabi me dii paanoo lol,neutral
koko nkoaagh adn meetu akc tcn anaa ??????,neutral
enka teacher ni diɛ wo diɛ ni keep quiet class but wu si team fuuu na wu bɛ supporti 😂,negative
enti nkwaseasɛm nkutoo,negative
""" abirekyie se sɛ yɛbɔfrɛ no kwasea deɛ yɔmfrɛ no aniɔden""",positive
koko nkoaa aden wondidi,negative
konkontibaa na onyini dane aponkyerani,neutral
sika no akɔ,negative
eeeii enti na mennim da ??,neutral
ohia kasa fa womuã na wo didi atem,negative
yɔde gya wo a na yɔde asoa wo,positive
saa paa nsemhunu nkoaa,negative
ewiase aa wo bae kwasiasem nkoaaa,negative
ɛban kata asɔm so,neutral
asɛm bɛn koraa nie😎😎,negative
wo by saa na wafa mu ewu,negative
they will continue to help the poor that is what they live for but no more in ghana we cant be trusted,negative
covid19 nkoa mponi na ebola abaframu the game enter different level,neutral
u nkoaa dierr so u wey app u dey love 😂,neutral
ayooonanso wob tumi ab no tfa wai,positive
wode sebɔ nwoma sua adwini a na wode awie,positive
ahenfo kyiniy? ɛbi deda ɛbi akyiltdidi ny deda,positive
hehehe meb h   medi wakyi di makyi bi wai,positive
you looking muah 🤭🤭 ahoufe deɛ nyame akyɛ wo bi ❤️❤️❤️❤️,positive
"me ngye ndi  wiase awieɛ nsi da "" dn na ensi da""",positive
nyansa wɛntɛn wɔfa no wɔ efie,negative
y?hwɔ onipa anim na y?asoa no twene,positive
gyimie saaaa na afi aso,neutral
ɔpepem akraman eii,neutral
me tan kyenam,negative
pass wɔn di agorɔ twɛn na,neutral
ɛbɛtɔ da bi na osikani renya ohiani ay?,negative
na wo wagyimi anaa,negative
shocki me mpo??,neutral
gye obi dea eh anaa wosro,neutral
ka na ka bio gyimii nkoaa,negative
wei nyinaa yɛ 666 niema nkoaa,negative
ohia na ɔde patapaa ba,positive
hw no nso??,neutral
is example of onipa suro na ɛnyɛ ahonhommɔne,neutral
ny? nhahan biara na ɛyɛ aduro,positive
yakubu sɛ preko yɛ haram,negative
me ho ntɔ me,neutral
wo biribi nna abɛnten a wonkɔ abɛnten,positive
nasu yɛ din,neutral
woma wo werɛfiri wo kuromhene abɛn a woyera wɔ ɔdwabɔ ase,negative
ɛbaa bɛsea dwonsɛ mmarima dwonsɛ a ne nsa fɔ,positive
nny? hyerɛnhyerɛn nyinaa na ɛyɛ sika,positive
koko nkoaa aden wondidi biom anaa,negative
wopɔ do do,positive
massa,neutral
"""  medi wakyi di makyi bi wai""me di wakyi bi",positive
wodin nka ho tesɛ class p adanfo😁,positive
wo brofo nso nyɛ papa,negative
wo gyimii no yoo 😂,negative
enti nkwaseasɛm ankasa nkutoo,negative
nyame nhyira wo paa   montie twi teacher nwom foforɛ no bi wotie a na watweete — anigye fata wo,positive
nanso yɛnni pilolo sia,negative
eeeii enti na mennim da ??,neutral
na wo dea den,neutral
konkonsa bi te kuro yi mu nso?,negative
wo yɛ abrantiɛ aaaa efri wo botom krom bɛ yɛ wo dɛ aaaa efri wo botom december nso bɛ yɛ wo dɛ aaaa efri wo botom,positive
yoo d mate wai,positive
""" safoa ne krado panin wɔ mu""",positive
sika na shisika no ashi,negative
obi agyimi a na ɛnkyerɛ sɛ nani afura,positive
bosom a ɛne wo bɛtena no ɛno na ɛkyerɛ wo nakyiwadeɛ,positive
ɛyɛ ampa la ??,positive
nguaman di afahyɛ,negative
eeiii hmmmm na me koraaaa,negative
mo na mo blɛ ooh 😅,negative
ɛnyɛ easy ooo ɛnyɛ wo dea wose ma tɔn 🤣 🤣 🤣 🤣 🤣,neutral
kraman mullion eii,neutral
enti nkwaseasɛm ankasa nkutoo,negative
onipa ho suro oo,neutral
ɛbosom bɛnya wo a na ?firi nnipa,negative
wo borofo nso nyɛ d ??,negative
wo english nso nyɛ papa koraa,negative
gyae nsem hunu no na wano ee s nsuo,negative
neɛ ɔwɔ aniso? no na yɔdekɔ daeɛ mu,positive
koko nkoaa aden wondidi biom anaa,negative
covid19 nkoa na seesei ebola abaframu the game enter level eii,neutral
ɛnyɛ saa na merep akyer,neutral
oh saa??,neutral
saa na ɛte,neutral
yɛte sika so nanso yɛ sre sre sika100ghs,negative
ali yi nso yɛ guy guy papa fatima in the making 🤣🤣🤣,positive
s wo antie y musuo,positive
ohia ka womuã ho na wo bu atɛn,negative
"onua metare wakyi ""  ffb""",positive
masa masa fawo gyimie kc ɛbɛka bi gyimie mi,negative
na casemiro no wagyimi anaa  stqaul,negative
"way? adeɛ mmo "" wofa  me nam wakyi bi wai""",positive
yɛtete akwadaa yɛnyɛn no,positive
nyɛ dɛ baako se,negative
wotena ahenfie ky? a ɛnkyerɛ sɛ woy? dehyeɛ,positive
akua afua abena or ama,positive
dabii me di rice,neutral
aaaaahhhhhh so ashaiman afariwa be the gulf city no herrrrr nyankopon bɛ tua mo ka paaaaaa branding bɛn nie,negative
akoa no wudape ruff,positive
fa braɛ?,neutral
woboa sika duro no deɛ you gyii dadaaada,negative
wobetumi aboa wo saa akoa no??,negative
ohia kasa fa womuã na wo didi atem,negative
twam wogoro twer ne,neutral
wan nso nie,negative
saa menti wonka koraa,positive
nguaman di valentine,negative
aden medeɛ me nka ho anaa,neutral
mewie    medi wakyi di makyi bi wai,positive
sɛ anigyie sɛ kɛtɔ ma ɔd? da so a asomdwoe na ɛbobɔ,positive
aden wo yɛ akwadaa,neutral
twe wo ho fi yɛn ho,negative
ankasa nasu yɛ din,neutral
wodi hia na worebɔ akɛkora a wonhunu,neutral
ɛyɛ me ahodwiriw mpo,neutral
yɛ ɔkwasea saaa,neutral
so woafi w’adwene mu?,negative
oh saa??,neutral
📍nana kwabena apartment 🏡🇬🇭 📍design me arc ofosu kwakye 📍location kumasi ashanti region 📍plot 1 plot 70 x 100ft,positive
nyansa ni baako ho ɛden kyɛn agyimifo 40 🤣 charles taylor,negative
?fa ne hu bɛn ?fa wuhu bɛn ?fa ɔmmu hunu bɛn,negative
brilliant   fɔfɔ na ɛyɛ fɔ nti na ɔdamani tu mmirika a ɛsɛ ne nufu na ɛny? sɛ ɛbɛte atɔ ɔdamani  ɛbaa a ɔdi ne ho ni,positive
is full example of fear of man and stop saman,neutral
gyimie kasa saa offui,negative
me tan kyenam,negative
saa ni gyimii no,negative
dabisono sukuu nyansa na sono efie nyansa,neutral
ɛyɛ me ahodwiriw mpo,neutral
no celibacy me tu tɛ,positive
ɔdi trumu eiii,negative
wo bu atɛn,negative
wo yɛ aboa paa ɔɔɔɔɔɔɔɔɔɔ wo saa akoa wei??,negative
na you dier always critics naa akoa agyimi,negative
covid19 yɛ den oo,neutral
nika no da me ha nso wall no na matwa masi akyire,neutral
"""fa wo gyimii sɛre hɔ""",negative
sia nanso yɛnni pilolo anaa,negative
1 minute biaa robbery nam mu 😂😂😂,negative
"yoo matemedi wakyi bi   deɛ mekaaeɛ nhia sɛ mɛto sɛbe o ""maame mepawakyw to sebi cont",positive
abisaa agya rekɔ ?gyaa me nneɔma mmiensa — akorɔma akokɔ ne aburoo ɛka kyerɛ? me sɛ memfa saa nneɔma mmiensa yi ntwa nsuo…,neutral
onyame a woyɛ yɛn agyanom nyankopɔn ɛnnɛ nso woyɛ yɛn nyankopɔn yɛbɛsom wo abre nyinaa ama amansan ate wo nka deɛ worebisa biara no ɛyɛ nyame nko na me ne mabusua dan no🙏 sehwi wiawso western ghana,positive
sɔdeɛ owia y??eɛ no saa ara na ɛsrane bɛyɛ,positive
"yoo ""  dabisono sukuu nyansa na sono efie nyansa""",positive
gyaii nsem hunuu no na bu oman no yiee,neutral
fancy yɛpɛ yaa diɛ saa,positive
wo brofo nso nyɛ papa,negative
ɔpepem akraman eii,neutral
errea washing powder wei yɛ guy dodo the errea washing powder kits in dubai this 😹😹😹😹😹 is it from atebubu ohiayɛmɔbɔ market anaa kakabo fc ayɛ mɔbɔ dodo,positive
abusuafo? ky? wo ka tua a wɛn ani nsɛ wo mma,negative
me 'kyeame akasa,neutral
covid19 nkoa na seesei ebola abaframu the game enter level eii,neutral
saaa poultry farmers adwuma yagyae,positive
oracle mu nana agradaa akai,negative
oh saa ??????,neutral
yvonne nelson na wada ne paam cleavage adi wɔ badwam wɔ ne mfonin wei mu no,neutral
me ho yɛ hu,neutral
ofo na ny f saa nu,negative
akoa nya ne ho a ?frɛ ne ho asonani,positive
saaa wo firi sikafu fie   efie akokɔ y?fa no kwa,positive
me nua kojo abedu blessing ❤❤❤,positive
jama y y dea anaaɛ?,neutral
enti na wafa so awu,negative
samankwan ebi rekɔ na ebi reba,positive
medio wo triso ofui,negative
ɛtomfo? retono a deɛ ?hia no na ɛbɔ,positive
aden wo yɛ akwadaa,neutral
advice wei nyinaa ka ho na yɛ tua elevy o,positive
so woafi w’adwene mu?,negative
wo deɛ gyimiie saaa,negative
onipa ho suro oo,neutral
obia tn ne yariba na onya nano edur    deɛ ɔwɔ aka no suro sonsono,positive
academy deɛ sɛ saa o,positive
aniwa saa na wafa so awu,negative
kyere yɛn kwan no,positive
kopɛ banku bi dzi na da,positive
wo brofo nso nyɛ d ??,negative
blackstars diɛ yɛ twe fa yɛ bo saa 🥲,negative
saa paa nsemhunu nkoaa,negative
wei nyinaa yɛ ewiase afɛfɛdeɛ 🤣🤣🤣,positive
hahahahahaha me paa dea nka i will set confusion hahaha,negative
kafra nkum kuro ɔdwodwo asɔm ano,positive
wodi atedua na sɛ any? wo d? a na ?firi wo se,positive
ɛsamanpa hyira ne ba,positive
ansa na y?rewo ɛberempɛn no na ?panin te ase,positive
ohia kasa fa womuã na wo didi atem,negative
wo bu atɛn,negative
me tan kyenam,negative
use ur father picture as lock screen na wagyimi koraaa dodo 😤😤😤,negative
dabi wasori,neutral
me ho ntɔ me,neutral
wo gyimie sɛ mre wate nkwaseasɛm sei,negative
awo baako ɛna wo kyere wo hunu se eii,negative
sia nanka yɛnni pilolo anaa,negative
ɛno ne nea merebɔ mmɔden sɛ mɛka,neutral
covid19 nkoa na seesei ebola abaframu the game enter level eii,neutral
akakasuro ne sorowisa,neutral
""" onyame nkoaa ne hene y? nyinaa y? nhenkwaa""",positive
eyyyy😨 mo ati ka no ooo 😂,positive
koko nkoaa aden wondidi biom anaa,negative
me tete din sei apetor,negative
me ho yɛ hu,neutral
s wo wr  fi wo tete atopa aa woyere panyin gyae wo,positive
onua me tii wonka akyɛ😹😹,positive
d   hmm ɛyɛ asɔm o   na obiaa wo di makyi de me nso me y dn di wakyi cont,positive
na bibini bɛyɛ dɛn koraa w wiase🤦🏽‍♀️😂💔,negative
ɔdeɛn na ɛsii wɔ sɛkyi gyamaase a ɔmma atumpan nna yi,positive
meankasa,neutral
after beyoncé woni kumasi fuo na ebeye track yaa pono 😂😂,positive
na wo dea den,neutral
no de kyer wo anka nso no ara y portey nso obiara mba,neutral
kɔnkɔnsani tena kurom bi?,negative
tweet bako yɛ 10k o😂👀,positive
wo yɛ aboa paa ɔɔɔɔɔɔɔɔɔɔ wo saa akoa wei??,negative
saa akoa no chacha bɛku no oo,negative
gyae nkwaseasɛm no na mo ne ɔman no nni yie,neutral
ghana ne nkwaseafoɔ,negative
ofo na ny f saa nu,negative
speeddddddd dierrrr enoaaa ne bmw,positive
grasshopper mpo na edey bore me 😔kingdomphylum ne deɛ ekeka hoo💔😑,negative
shocki me mpo??,neutral
woto soa ɛkum nde wo 👽,positive
gyaii nsem hunuu no na bu oman no yiee,neutral
asante kotoko🔥🔥🔥🔥🔥🔥wo kum apem again apem be ba,positive
wo ti awu forken wo,negative
saa pɔpɔ?pɔ ????,neutral
gfa president paa na wo pitch ni,negative
ehu ne ɔsoro home,neutral
richarlison no ɔnyɛ normal saa 😂😂😂,negative
nowhere cool mesoake me yere wɔ yesu mogya mu,positive
"yoo na ɛnso wonnii makyi ""   medi wakyi di makyi bi waiyoo mati""",positive
yɛ ɔkwasea saaa,neutral
bra nie,neutral
mpaninfuo? se nny? nhaban nyinaa na ɛyɛ aduro,positive
wo ho twa ankasa,positive
owuo sɛe adeɛ,positive
wo sem pa o,positive
