tweet,label
asem b3ba da bi,negative
trumu tanka nti you are crushing :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy: ei alhaji,negative
obi nse kofi taylor s3 ne gyimie nu 3ka s3n,negative
nyame b3tua wonso kasia to :face_with_tears_of_joy::beaming_face_with_smiling_eyes::smiling_face_with_smiling_eyes:,negative
krom ayɛ hye too much yɛ tumi bisa ambulance kraa lift,negative
alatafo mma br3 o piii atwa mu 40 mpena koraa omo nni bi oman ben nni kanea aaa yaamutu odo nso yaamutu,negative
asw3 wagyimie oooo eeiiii mey3m mpo ashi me s3naa ebi didi bi akyi:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy: eeiii kweku picaso,negative
wo y3 nipa b3n,negative
akkoa yi ti ate oo :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,negative
s3 eny3 nsem bi a anka ka nokware s33 chelsea nso y3 team mpo anaa :face_with_rolling_eyes: :sneezing_face::sneezing_face::sneezing_face: mu sore a dede hunu nkoaa ene mun3 :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,negative
eeii bossu obaa nti wo ka nkwasiasem :face_with_rolling_eyes:,negative
oh tsw dierr hoh tsw ya register wiasim ha niama nyinaaasika sei saaa ghana beyond aid no registration faho b3n,negative
wo naa yenp3 wo deda wo b3 sre sika akokor photo if you dont,negative
wo maame trumu korrrrr aboa,negative
saa werner no wagyimi anaa,negative
saka3nka arsenal player enso de3 european trophy fa wo ho ben,negative
y3 na y3 bl3 oo :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,negative
nyansa baako sei nni ger yi trim ad3n aa 6packs and money :face_with_tears_of_joy::face_with_tears_of_joy:,negative
ay3 ka wonna enemys get we ooooo 3ny3 nkwasiafo politicians yiaa anka alatafo nso y3 nipa,negative
mtcheww sei na nnwom te3,negative
ruth p3 kasa dodou be kasa gyan anaa,negative
brofo no wo fom waaa,negative
them y3ti sika so us na sika no w hi,negative
ad3n woy3 bayifoc na wotw3 asei,negative
handouts no nkoaa:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing: dem go tell u say ibi 7 courses na baako bia y3 40gh y33bl3 oo,negative
akoa yale wo tee dase abr3 aaa na wama wo kora so,negative
:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy: ah kwame sabi ɛnti nkwasia keka yi wongyae,negative
3ny3 yie gye woahom papa lawyer wae abrony3foyi w mo redzi aboree ara ewu,negative
medikal ankasa ne rap nyinaaa as3 ne ho balike hes cumin gidigidi nkooaaa,negative
y3 yenaa y3 rap nanso esono obiaa ene be bo enti masa dwag me me,negative
obi nka kyere kofi taylor s3 ne gyimi no 3ka s3n,negative
team wey your starting point guard be pat berv deɛ mo nyɛ papa bia saa,negative
kwaku frimpong de asem aba ewie,negative
nea aka no nnyɛ i know paaa lol,negative
masa masa gyae ruff atalanta na asa ntiaa,negative
eeiii bla wo blɛ papa,negative
saara nso na wote ɔman nu mu na sɛ wodi ntoro gu ɔman no ho fi a wo yɛ ɔmanbɔ fuɔ,negative
wo maame ne tw3ba,negative
ade3 yi ahye me awurade:smiling_face_with_tear:,negative
obaa na wode no toto nyame eeeii case nehu oo,negative
herh fa wo gyimie fri ha k,negative
masa yɛ stɛdi wɔ hɔ:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,negative
rasta de3 anka school fa wo ho b3n reggae ne dancehall 3w h ooo nanso rasta se daabi b3k school :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,negative
wohunu ahoufe a wo gyimi da :grinning_face_with_big_eyes:,negative
wo ne wo crew no nyinaa mo y3 mmoa,negative
wuni sika nso wup3 tw3 mona mubl3 :rolling_on_the_floor_laughing:,negative
sika nahye sika no ahye :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::broken_heart:,negative
adwaman ay3 wo sei ram eiiii:thinking_face::thinking_face:,negative
eeii marketing yi dierr 3nfa oo:new_moon_face::otter:,negative
hwɛ :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy: agorɔ wɔ wani so,negative
3y3 wo s3 mada wafutuo tantan no 3y3 wo s3 mafa,negative
ohh papap jm mi dɔ wo paa nanso vaccine woe diɛ mingye ɛndɛ ɛngye ɔkyina apoootoɔɔ adɛn nti na ghana ni diɛ no fɔr no anhwihwɛ mu ɛnwie ansa adɛn nti nna yɛngyi yɛnho di kakraa mpo yei adɛn,negative
aane oo nana :face_with_tears_of_joy::face_with_tears_of_joy: yabr3 ne cedi no,negative
anka wawu kwasia wuo y3 b3 sie wo kwasia sie,negative
afei deɛ atra me,negative
fire :fire: them paa milo no asa,negative
yaa pono dey insult kumasi musicians after beyonce wo ni kumasi fu ne 3y3 track,negative
efie ne fie me ntumi nfrimu ɔman no sɛi aa yɛn nyinaa yɛ ti mu ashi me aa ashi me aa ashi me aa nso me ntumi nfrimu independence became dependency:shushing_face:,negative
blacko gyai gyimii no cos u belong to god not karishika :enraged_face:,negative
nyansa ni baako ho 3den ky3n agyimifo 40 :rolling_on_the_floor_laughing: charles taylor,negative
yɛte sika so nso ɛkom de yɛn hmmm talk is cheap indeed,negative
wo na woo blɛ,negative
nipa mu dwan b3hy3 ma y3nhw3,negative
a whole dr na wagyimi sei :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,negative
friday anopa vawulence :fire::fire::fire: hwɛ ne fɛ,negative
yɛn mmom na yɛblɛ eii:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,negative
cry more kwasiampanin ɛmpɛ adwuma bi nnyɛ den dey do follow back n errand boy give some gyimigyimj rasta,negative
na obiaaa wo yɛ oil and gas deɛ nka poodle puppies fa wo ho bɛn:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,negative
fa fri y3n so ooo :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:we dey want food,negative
wontuni nka nkwasiasem saa 3nkyer3 papa panyin tes3 me wate s3 3kom de me a mpena no na m3di ong,negative
hmmm ɛyɛ asɛm oo bra,negative
mo de yesu christo saa na oman no asei,negative
ad3n wo na wuro dross no anaaa,negative
3nsi omo yie da,negative
3y3 twaso wae fa me si ha yi ara,negative
barcelona fan nso dierr anka champions league fa woho ben :face_with_tears_of_joy::face_with_tears_of_joy:,negative
oh ein boss sarkodie ankasa dey steal lines na fanbasedem di33 dem go love steal ghana ankasa mpo,negative
jordan jordan jordan ah woteetee me oo,negative
ken agyapong dze agyes3 nsem a no ho nhyiaa nkoaaa na ka boaa namu du,negative
ato me da ɔkwasea hwoa,negative
krom aye shi ooh aban tua salaries y3,negative
kofi di asɛm bɛba,negative
masa masa fa wo gyimii k tchww,negative
kaly really for gyaigyimii na adoosoo,negative
your team lpool nu egu ooo liverpool ama sika nu ashi,negative
no gyimie3 dating nso de3 nka account logins fa hoo b3n :face_with_tears_of_joy:,negative
bɛma di wo fie asem wani tra wani tɔnn aa wobɛ nya asem asem mpɛ nipa nipa na ɛpɛ ne ho asɛm shɛ wo dan mu nyɛ saa na wobɛ ka me aa wobɛ nya asem :fire::fire::fire:,negative
wani bey3 wo ya,negative
nanso sika no hm,negative
ad3n na ebibifo mo mp3 nokr3 saa:man_shrugging_dark_skin_tone:,negative
dwene wo team ho wo team no ayɛ sɛ ashaiman frefre kɔ bɔ:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,negative
forget this hypocrite nana toaso kum y3 nyinaa nafa oman nu ko adaka mu god will judge you,negative
oh gyae mes3 wa dawgi me,negative
fa wo gyimii kc,negative
timo werner akoa yi asa,negative
inserts snap audio mese s3 sasabonsam no po y3 loose koraa po a b3pick no this boy med nyankopn herhh,negative
bra enfa na gyae,negative
sika no de3 ahyie in advance :face_with_tears_of_joy:,negative
herh leipzig :downcast_face_with_sweat::downcast_face_with_sweat::victory_hand: onyame betua mo ka paaa:cat_with_tears_of_joy: mmoa:dashing_away:,negative
nkwasia keka ne kasa by heart nkoaaaaa,negative
obiaa yale wɔ app yi so :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,negative
na yagyimi no err,negative
eeeiii so psg no win :loudly_crying_face:,negative
ɛnnyɛ deɛ ehia ni,negative
wo team wei nti 3y3 nono,negative
mane aa wo se nkrumah,negative
bhim bhim national team mo ndi nokware mo b3 br3 saa,negative
3de3n asem koraa ni akn bne b3n nkoaa trouble dey sleep your man go wake am,negative
tein fo so nah den dem go come chop money too sika di aa and eating girls nkoaa,negative
if i start dey gym a anka ago make nice paaa ooh but akwadwirolaziness ne gyimiefoolishnes nti hmm:smiling_face_with_sunglasses:,negative
wonni nyansa baako mpo sei,negative
modeling saa na omo y3 gay :face_with_tears_of_joy::broken_heart:,negative
hei gyai nkurasisem nu na coachella noe be hit gyimiii u dey understand hit song u people di33 everyday biaaa na mu de gyimie nnu su nam mu saaaaa :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,negative
nana ama pre dudu,negative
herh bu adeɛ wati small boy na wɔ ka foo saa no:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,negative
herrr this boy bi gyimi gyimi boy i swear he no dey show remorse seff eeeeeeii pride destroy am paaa oooo,negative
u dey run anka wob3te wo sika fiaa s3 trumu nwii baako :cat_with_tears_of_joy::cat_with_tears_of_joy::cat_with_tears_of_joy::cat_with_tears_of_joy:,negative
ah herh vodafone nu them fool anaa,negative
like twene jonas said yɛ te krom ha nso gyimie nti nipa nni ahotɔ,negative
bayifoɔ ne ho yɛ ne dɛ,negative
he is stupid wob3kum trom na woadware sasaduro de3 gyae ma onfa ne mosuo nk,negative
eiiiiiii:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing: hrrrrr woa shi anaaaa masa masa masa y3 ab kann3 ny3,negative
sua nyansa wai na sesiaa woyɛ celeb,negative
makɔbre me moja ani atua me billslight no nso gyina so s3 kurasini ne heels,negative
na nsmq nso de3 nanka black stars fa mo ho b3n,negative
wama me nsa 3si fm,negative
woy3 kwasia paaaa:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:anka wob3n me aa anka wob3di slaps :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,negative
masa south africa no curse biaa wasa aa wasatsw asamoah gyan twene jonas abedi pele south africa,negative
wu diieerrr gyina hor dwaman honhom wu fie fuoo y3 wu aahh wo si mm33rima p3 wu,negative
oh bɛrma ahye me tu me girl gyae me koraa me werɛ anho sei me nim nsa nom a nka ɛnɛ mɛboro forkn,negative
masa masa3y3 booshit na girl ye re keka ye oo,negative
nti vodafone fo k adwuma koraa k y3 de3n network basbasa bi sei:unamused_face:,negative
here too ei arsenal a buei aha nso a booboooo :winking_face_with_tongue:,negative
gidigidi no nyinaaa y3 dede :face_with_tears_of_joy::broken_heart:,negative
fa wo gemiii ko,negative
nkwasiansem saa na ade3 asa:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,negative
sɛ wagyimi :face_with_tears_of_joy:ne kwasia,negative
no sugarcoat am nana wo maame ye bayifuo ardee :hundred_points:,negative
ahnnn eiii so me de3 :smirking_face::face_with_thermometer:,negative
nyame b3 tua mo nyinaaa ka s3 de3 mo ndwuma te3,negative
this kantrɛ ankasa nu ɛyɛ joke :enraged_face::enraged_face::enraged_face::enraged_face::enraged_face::enraged_face:,negative
menkasa wae mekoraa relationship afono me ate mani so :winking_face:,negative
bibini wa gyimie saa wcka kyer3 broni koraa wcn gye di,negative
ana de armas man wtf,negative
akosua nhyira you mess me up,negative
ka wo deɛ bridge no abu agum:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,negative
fa wo gyimii kɔ,negative
by wednesday na peter atwa obi aso:ear: na thursday nso judas agye sika:money_bag::broken_heart::cat_with_tears_of_joy::cat_with_tears_of_joy: week wei b3y3 bloody:broken_heart:,negative
akoa yɛ guy guy:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:see walkings bi:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::broken_heart::broken_heart::broken_heart:,negative
me yɛ kwasia sɛ wo maame aboa bi ba te sɛ wo,negative
me dɔ hruuuuu sɛ girl wei yɛ spec abowa nyame nsa anu yɛ fɛ,negative
madam wei paaaaay3 s3 aponkye bini aah 3gu milk mu:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,negative
tugyimi fans adwuma aba oooo,negative
nti ne koraa koraa ne sɛn wana forefathers dema sufferings too u want profit from it ahhh na nti wo ankasa what u dey look for,negative
wo y3 panin bme paaa,negative
de bryne be eye ared paaaa,negative
massa gyae gyae na enfa:unamused_face:,negative
sika no ashe 3ka aba,negative
aden kuame eugene nu cy3 ninja gaiden anaa cos ei:loudly_crying_face:,negative
sika no ahye sika no ahye,negative
ah :broken_heart: na sark no wagyimi anaa,negative
charlie wo kraa ad3n aa hoh,negative
nti bɔne bɛn paaaa onua,negative
obiaa y3 good sterling p3 na wasa,negative
na underground artiste nsu anka brezz fa neho b3n,negative
buy wig na ti ti fa tari h:smiling_face_with_sunglasses:,negative
dear santa ɛkyena na yɛɛwo agyenkwa no nanso buronya dua mpo menni bi na wode presents agu aseɛ ama me im so sad:pleading_face:,negative
significant other fuo nyinaaa tri so :rolling_on_the_floor_laughing::broken_heart:,negative
tema mayor no be ghanaian :cat_with_tears_of_joy: woka ho bi na fuel prices k soro,negative
phone na watwa no tataatan saa no,negative
sika sem nti hmmm,negative
hwɛ gyimifo bi nso when i write twi you guys dont reply :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing: you cant even write your own language ɔdabɔ nua wo yɛ okisi wɔfaase wai:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing: wo deɛ di makyi mɛ keka nsɛm akyerɛ wo,negative
ali di33 nanka date rush fa wo ho b3n wo di33 y3 aponkyi ni odwan,negative
theres nothing like clean or dirty money sika biaa yɛ sika hwɛ ɔmo gyimie bi,negative
to wit ɔkwasia nɛ ka sɛ yɛ de me yɔnko na yɛ ne me,negative
kwasia club baako nso nie :face_with_tears_of_joy:,negative
fa wo kwasiaa kor,negative
mo ngyimi y3 a anka wei nso y3 news,negative
arh na gani wie paaa herrr na wie jon ben na womu :face_with_tears_of_joy: me num saaaa na bo 680 am wope ahh do all year mi num :face_with_tears_of_joy:,negative
gyae gyimie na p3 phone papa,negative
bla gyai na ɛbɛjwiri,negative
madam madam madam gyaiii saa wai,negative
y de beef noh de sweet erh,negative
my head no nice koraa:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,negative
heeeeeeeeer :crying_face::loudly_crying_face::loudly_crying_face: bibini yɛ wicked roff,negative
supporters nso fooo by heart kasa nkoaa,negative
champion ade no atete ankasa ɛnyɛ kakra asɛm biaa,negative
bibini agyimi aaa ma y3ti suit ni tie yanti hwee biem:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,negative
odoi no celebrate sef :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy: some apapu bi anka he do suiii siiaa :face_with_tears_of_joy::face_with_tears_of_joy:,negative
nurse nii a cy3 bayifo a y3de no ato night shift:thinking_face: nti saa no cb3y3 d3n atu:face_with_tears_of_joy::face_with_tears_of_joy:,negative
wo din ne wo honam s3 wodi ohia na 3ka ns3m hunuohia ye forkin ampa,negative
prepaid nti woda awia aa won s fan,negative
s3 eny3 nsem bi a anka ka nokware s33 chelsea nso y3 team mpo anaa :face_with_rolling_eyes: :sneezing_face::sneezing_face::sneezing_face: mu sore a dede hunu nkoaa ene mun3 :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,negative
oh ka bi ka ho erh :face_with_tears_of_joy::face_with_tears_of_joy::fire::broken_heart: he be jon pass,negative
man utd nyame b3 tua mu ka paaaaaaaaaa:loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face:,negative
na bibini b3y33d3n wo wiase,negative
nana di sika no so na wowu aa bank foc b3fa,negative
eric zet3p3 nsu dierr anka fa wo ho b3n :face_with_tears_of_joy::face_with_tears_of_joy:,negative
i no dey barb wei bookmark b3n na 3w mu amanfour agyimi oooo,negative
mo de3 gyimi sei aaa sei aa na y3mbr3 saa sack that fraud :face_with_rolling_eyes::face_with_rolling_eyes:,negative
suro nyimpa atse wayoosi wfr3 no beyie ba obiara nnhu no w krom ha oo odur enyimbir aaa y3 hen w sunsum musnap audiosgt:face_with_tears_of_joy:,negative
dem de vex me fokn,negative
nisuo nkoaa na me su ooooo daa k3 daa k3 daa,negative
asw3 wagyimie oooo eeiiii mey3m mpo ashi me s3naa ebi didi bi akyi:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy: eeiii kweku picaso,negative
kwasia yɛnkankyerɛ wo ansa :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,negative
wode3 wo se coma mpo :rolling_on_the_floor_laughing:,negative
ckaa s3 but naa ne mehuu s3 gyimii naa,negative
ei enti valentine nu y3nka ho bi :thinking_face:,negative
gyimie nkoaa aka mo,negative
mariano diaz no oy3 kwasia anaa,negative
mo nam hollywood na mo yɛ photoshoot mmoa,negative
masa masa henderson no wasa ooo eiii,negative
wotweaaa tomorrow koraa wcn ka,negative
use ur father picture as lock screen na wagyimi koraaa dodo :face_with_steam_from_nose::face_with_steam_from_nose::face_with_steam_from_nose:,negative
adɛn wone mai no wɔ personal issues anaa beef no asɛ tinapa eiii kwabena sarfo kantanka de asɛm bɛba oo,negative
masa masa leave me alone lol ibi me p3 adey support utd,negative
see head akoa wei ti so papa ne ti kakra se global warming,negative
4 mooooore anaaa wose me ti tes3 kwadu :rolling_on_the_floor_laughing:,negative
etua woyonko ho aa etua dua mu heartless leaders nkooaaaa,negative
s3 nyame antua nppfour ka koraa anka na onni h,negative
akoa yi anim nɛ suu enye fɛ koraa ah,negative
shatta movement sanso de omo gyimiii kasa no aba 2021 the fake is the news mmoaa:face_with_tears_of_joy::face_with_tears_of_joy:,negative
na houseofficer deɛ utag fa wo ho bɛn unless :thinking_face:,negative
ei sake of block i block nard dem remove me eii koti y3 aboa oo :grinning_squinting_face:,negative
focus na gyaigyem33 na b bra,negative
herh wo gyimmie anaaaa,negative
so griezmann was gonna miss that eii ɛden oo yɛɛblɛ ankasa,negative
everyday u dey tweet ashawo season ashawo season nso wogye sika firi wo maame hc na to collectionjon boy:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,negative
eeeiii wo di asem b3ba ooo :grinning_face_with_sweat:,negative
yes we know :face_with_tears_of_joy: ashawo nkoaa na aka wo,negative
saa na ay3 d3n aahh smh :unamused_face::unamused_face::unamused_face:,negative
wodea wo wano p3 asem papa,negative
wei nso monkor ka nkwasiasem,negative
opayin gyae kasa kakra wai na ɛyɛ ayɛ anasesɛm toɔ dodo,negative
wudini sei na mo se rip,negative
etua woyonko ho aa etua dua mu heartless leaders nkooaaaa,negative
masa nti this be the song tswww noise pollution nkoaaa :face_with_tears_of_joy::face_with_tears_of_joy:,negative
wat car papa ama driver a wabn lol wo nantee y3 koraa anka wadu,negative
3ka aba fie :man_gesturing_ok: sika no ahye :grinning_face_with_sweat:,negative
this match dea ewuradze boa yɛn wai enya saa dea la wu ooo lawu :person_running::person_running::person_running::person_running::person_running::person_running::person_running::back_arrow:,negative
hwan nso na ablocki me w suro h no,negative
yetse sika so nnso akom di yen the most wicked vibe:loudly_crying_face::loudly_crying_face:,negative
herh rockstar gyae gyimie nu wai seb3 wele kontomire too dey kanye west song inside arh,negative
will smith yɛ me ba anka bu a mɛ bu nu nerr,negative
adwaman nti wo nni ahotɔ :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,negative
ɛnkwadaa wei deɛ anka omodeɛ ne do switch ne nakeyaat na send me nudes ne touch it ɛfa wo ho bɛn:grinning_face_with_big_eyes:,negative
herr gyae gyimie no na its early morning aaaah ma num koaraa atɔ,negative
wonni vision baako sei,negative
eeeiii y u bore so,negative
wonni nyansa baako mpo sei,negative
ah na girl nu wagyimi anaa,negative
:face_with_tears_of_joy: 3ne mo nn3 wo p3 aboa na wanya no aa,negative
sika nti kwasia gyimie be y3 chairman,negative
vodafone ne papa nu s3 other networks nu di3 jon fuo nkoaa :partying_face:,negative
hye gu wai na oman no mu ay3 den aa wosee y3n mm3di wo dwa :face_with_tears_of_joy::face_with_tears_of_joy:,negative
woankasa wagyimi nti i wont mind u sia barima gyimifo tese woi dont hav to mind u,negative
baako suro ayigbe mafia anaa,negative
gay man de33 anka messi ne barcelana fawu hu b3n,negative
makɔbre me moja ani atua me billslight no nso gyina so s3 kurasini ne heels,negative
te amo kinda difficult lol :weary_face:,negative
accra fo ne aho yaa:middle_finger_medium-light_skin_tone::middle_finger_medium-light_skin_tone: siato,negative
obaa na wode no toto nyame eeeii case nehu oo,negative
algeria mmoa double chance k3k3 u spoiled my longbet nkwaseafo nyame na atua mo ka agyimifo,negative
jimifuor baako nso nie,negative
kofi way3 yawa oh wo team no ay3 beans,negative
wu ankasa wu yɛ bayifoɔ bibiaa nyɛ wu fɛ,negative
sika nni wo botom a wo ti te sɛ dwan ti,negative
wo ti pafoo s3 form 4 nii chop box:loudly_crying_face::loudly_crying_face:,negative
wo ho sɛ deɛ yatwe wonsono afa wo yɛm wate jeansman,negative
if this proverb was human adwene bne ba nipa ti mu a na ne nyansa so ate nka is,negative
sika ho ay3shi 3nti weed y3n passi,negative
aniwuo aka nnipa bebree :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,negative
saa akoa no wagyimi tu,negative
:face_with_tears_of_joy: :face_with_tears_of_joy: me bo efu oo,negative
wo nim nyansa nti its far fetched for u,negative
lols na i be macho ooo oh hmm,negative
wonni sika nso dabiaa wo wc bundleahiafoc mma ne magic :face_with_tears_of_joy::face_with_tears_of_joy:,negative
gyimii saaa ne otan hunu nkoann,negative
asem b3n kraaaaa nie oh ama ghana,negative
afei koraa deɛ atra me,negative
s3 wo maame di33 konko na tua hor aboa ba pii,negative
grasshopper mpo na edey bore me :pensive_face:kingdomphylum ne de3 ekeka hoo:broken_heart::expressionless_face:,negative
wo de3 jimie players nkoaaa :face_with_tears_of_joy::broken_heart:,negative
ei nti africa bɛ yɛ yie na this way hmm sɛneɛ yaso ayɛ shi yi nabɛdiɛkyire bawumiaecons lecturer bɛtumi akyerɛ amarketifoɔ ama yɛn nsa akɔ yɛn ano ɛnyɛ saa yɛbɛ sensen ama ɔmo blue no ɛso mba mfasoɔ yie yie yie puie :face_blowing_a_kiss::armenia::ghana::cloud_with_lightning_and_rain::cloud_with_lightning_and_rain::cloud_with_lightning_and_rain:,negative
aden na wohw3 nyame anim twa ntr saa,negative
eeiii krɔnoo mu flawless victory,negative
jack too wey nonsense dis wa titi mi followers nu su sɛy huuaaaah,negative
y3 b3 kor nsu na sh3 togo jeans ne getafe jersey mtchweeeee,negative
ahhh admin wei wagyimi anaa,negative
ei wo ne gyimie :face_with_tears_of_joy:,negative
mo nti brofo nti mose spanish :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,negative
ashawofo na 3di valentine,negative
aden woakum obi anaa,negative
eii dis tym:face_with_tears_of_joy: woy3 baifoc anaa :grinning_squinting_face:,negative
nyame betua wo ka siaaaa :face_with_tears_of_joy:,negative
lol obiaa wosom nyame na wo kasa tantan saa no aw mb,negative
wagyimi anaa militao ni alaba kwraa gyi sen,negative
bella nso na no y3 kate kate papa :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,negative
u claim theres no money but delegates are receiving 5000 each y3ti sika so na y3 bl3 yasore afri sika noso mu kyiky3 basa basabasa :face_with_tears_of_joy:,negative
gyae ns3mhunu n fa wo bad luck k :unamused_face::unamused_face::unamused_face::unamused_face:,negative
na chilwell no wagyimi anaa:face_with_raised_eyebrow:,negative
ghanaian gyals 3ne gyimii hw3 din bi s3 lee min hoo,negative
hw3 nea cckyer3 ne ne nufu nketewa bi mtchew,negative
ahbarcelona paaammoa nni sikananso wcp3 top players:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,negative
gyama wɔ bɔ dam,negative
eii bikini nso y3de hy3 underwear ama de33 ly b3n nso nie:face_with_rolling_eyes::face_with_steam_from_nose:,negative
y3te sika so nanso 3km di yen y3te mmaa ho nanso 3tw3 km di yen :loudly_crying_face::loudly_crying_face::loudly_crying_face:,negative
