tweet,label
alatafo mma br3 o piii atwa mu 40 mpena koraa omo nni bi oman ben nni kanea aaa yaamutu odo nso yaamutu,negative
asw3 wagyimie oooo eeiiii mey3m mpo ashi me s3naa ebi didi bi akyi😂😂😂😂😂😂😂 eeiii kweku picaso,negative
wo y3 nipa b3n,negative
akkoa yi ti ate oo 😂😂😂,negative
s3 eny3 nsem bi a anka ka nokware s33 chelsea nso y3 team mpo anaa 🙄 🤧🤧🤧 mu sore a dede hunu nkoaa ene mun3 🤣🤣🤣🤣🤣🤣🤣🤣,negative
eeii bossu obaa nti wo ka nkwasiasem 🙄,negative
oh tsw dierr hoh tsw ya register wiasim ha niama nyinaaasika sei saaa ghana beyond aid no registration faho b3n,negative
wo naa yenp3 wo deda wo b3 sre sika akokor photo if you dont,negative
wo maame trumu korrrrr aboa,negative
saa werner no wagyimi anaa,negative
saka3nka arsenal player enso de3 european trophy fa wo ho ben,negative
y3 na y3 bl3 oo 😂😂😂,negative
nyansa baako sei nni ger yi trim ad3n aa 6packs and money 😂😂,negative
ay3 ka wonna enemys get we ooooo 3ny3 nkwasiafo politicians yiaa anka alatafo nso y3 nipa,negative
mtcheww sei na nnwom te3,negative
ruth p3 kasa dodou be kasa gyan anaa,negative
brofo no wo fom waaa,negative
them y3ti sika so us na sika no w hi,negative
ad3n woy3 bayifoc na wotw3 asei,negative
handouts no nkoaa🤣🤣🤣 dem go tell u say ibi 7 courses na baako bia y3 40gh y33bl3 oo,negative
akoa yale wo tee dase abr3 aaa na wama wo kora so,negative
😂😂😂😂😂😂 ah kwame sabi ɛnti nkwasia keka yi wongyae,negative
3ny3 yie gye woahom papa lawyer wae abrony3foyi w mo redzi aboree ara ewu,negative
medikal ankasa ne rap nyinaaa as3 ne ho balike hes cumin gidigidi nkooaaa,negative
y3 yenaa y3 rap nanso esono obiaa ene be bo enti masa dwag me me,negative
obi nka kyere kofi taylor s3 ne gyimi no 3ka s3n,negative
team wey your starting point guard be pat berv deɛ mo nyɛ papa bia saa,negative
kwaku frimpong de asem aba ewie,negative
nea aka no nnyɛ i know paaa lol,negative
masa masa gyae ruff atalanta na asa ntiaa,negative
eeiii bla wo blɛ papa,negative
saara nso na wote ɔman nu mu na sɛ wodi ntoro gu ɔman no ho fi a wo yɛ ɔmanbɔ fuɔ,negative
wo maame ne tw3ba,negative
ade3 yi ahye me awurade🥲,negative
obaa na wode no toto nyame eeeii case nehu oo,negative
herh fa wo gyimie fri ha k,negative
masa yɛ stɛdi wɔ hɔ😂😂😂,negative
rasta de3 anka school fa wo ho b3n reggae ne dancehall 3w h ooo nanso rasta se daabi b3k school 😂😂😂,negative
wohunu ahoufe a wo gyimi da 😃,negative
wo ne wo crew no nyinaa mo y3 mmoa,negative
wuni sika nso wup3 tw3 mona mubl3 🤣,negative
sika nahye sika no ahye 🤣🤣🤣💔,negative
adwaman ay3 wo sei ram eiiii🤔🤔,negative
eeii marketing yi dierr 3nfa oo🌚🦦,negative
hwɛ 😂😂😂😂 agorɔ wɔ wani so,negative
3y3 wo s3 mada wafutuo tantan no 3y3 wo s3 mafa,negative
ohh papap jm mi dɔ wo paa nanso vaccine woe diɛ mingye ɛndɛ ɛngye ɔkyina apoootoɔɔ adɛn nti na ghana ni diɛ no fɔr no anhwihwɛ mu ɛnwie ansa adɛn nti nna yɛngyi yɛnho di kakraa mpo yei adɛn,negative
aane oo nana 😂😂 yabr3 ne cedi no,negative
anka wawu kwasia wuo y3 b3 sie wo kwasia sie,negative
afei deɛ atra me,negative
fire 🔥 them paa milo no asa,negative
yaa pono dey insult kumasi musicians after beyonce wo ni kumasi fu ne 3y3 track,negative
efie ne fie me ntumi nfrimu ɔman no sɛi aa yɛn nyinaa yɛ ti mu ashi me aa ashi me aa ashi me aa nso me ntumi nfrimu independence became dependency🤫,negative
blacko gyai gyimii no cos u belong to god not karishika 😡,negative
nyansa ni baako ho 3den ky3n agyimifo 40 🤣 charles taylor,negative
yɛte sika so nso ɛkom de yɛn hmmm talk is cheap indeed,negative
wo na woo blɛ,negative
nipa mu dwan b3hy3 ma y3nhw3,negative
a whole dr na wagyimi sei 😂😂😂😂😂,negative
friday anopa vawulence 🔥🔥🔥 hwɛ ne fɛ,negative
yɛn mmom na yɛblɛ eii🤣🤣🤣🤣,negative
cry more kwasiampanin ɛmpɛ adwuma bi nnyɛ den dey do follow back n errand boy give some gyimigyimj rasta,negative
na obiaaa wo yɛ oil and gas deɛ nka poodle puppies fa wo ho bɛn🤣🤣,negative
fa fri y3n so ooo 😂😂😂we dey want food,negative
wontuni nka nkwasiasem saa 3nkyer3 papa panyin tes3 me wate s3 3kom de me a mpena no na m3di ong,negative
hmmm ɛyɛ asɛm oo bra,negative
mo de yesu christo saa na oman no asei,negative
ad3n wo na wuro dross no anaaa,negative
3nsi omo yie da,negative
3y3 twaso wae fa me si ha yi ara,negative
barcelona fan nso dierr anka champions league fa woho ben 😂😂,negative
oh ein boss sarkodie ankasa dey steal lines na fanbasedem di33 dem go love steal ghana ankasa mpo,negative
jordan jordan jordan ah woteetee me oo,negative
ken agyapong dze agyes3 nsem a no ho nhyiaa nkoaaa na ka boaa namu du,negative
ato me da ɔkwasea hwoa,negative
krom aye shi ooh aban tua salaries y3,negative
kofi di asɛm bɛba,negative
masa masa fa wo gyimii k tchww,negative
kaly really for gyaigyimii na adoosoo,negative
your team lpool nu egu ooo liverpool ama sika nu ashi,negative
no gyimie3 dating nso de3 nka account logins fa hoo b3n 😂,negative
bɛma di wo fie asem wani tra wani tɔnn aa wobɛ nya asem asem mpɛ nipa nipa na ɛpɛ ne ho asɛm shɛ wo dan mu nyɛ saa na wobɛ ka me aa wobɛ nya asem 🔥🔥🔥,negative
wani bey3 wo ya,negative
nanso sika no hm,negative
ad3n na ebibifo mo mp3 nokr3 saa🤷🏿‍♂️,negative
dwene wo team ho wo team no ayɛ sɛ ashaiman frefre kɔ bɔ🤣🤣,negative
forget this hypocrite nana toaso kum y3 nyinaa nafa oman nu ko adaka mu god will judge you,negative
oh gyae mes3 wa dawgi me,negative
fa wo gyimii kc,negative
timo werner akoa yi asa,negative
inserts snap audio mese s3 sasabonsam no po y3 loose koraa po a b3pick no this boy med nyankopn herhh,negative
bra enfa na gyae,negative
sika no de3 ahyie in advance 😂,negative
herh leipzig 😓😓✌️ onyame betua mo ka paaa😹 mmoa💨,negative
nkwasia keka ne kasa by heart nkoaaaaa,negative
obiaa yale wɔ app yi so 😂😂😂,negative
na yagyimi no err,negative
eeeiii so psg no win 😭,negative
ɛnnyɛ deɛ ehia ni,negative
wo team wei nti 3y3 nono,negative
mane aa wo se nkrumah,negative
bhim bhim national team mo ndi nokware mo b3 br3 saa,negative
3de3n asem koraa ni akn bne b3n nkoaa trouble dey sleep your man go wake am,negative
tein fo so nah den dem go come chop money too sika di aa and eating girls nkoaa,negative
if i start dey gym a anka ago make nice paaa ooh but akwadwirolaziness ne gyimiefoolishnes nti hmm😎,negative
wonni nyansa baako mpo sei,negative
modeling saa na omo y3 gay 😂💔,negative
hei gyai nkurasisem nu na coachella noe be hit gyimiii u dey understand hit song u people di33 everyday biaaa na mu de gyimie nnu su nam mu saaaaa 🤣🤣🤣,negative
nana ama pre dudu,negative
herh bu adeɛ wati small boy na wɔ ka foo saa no🤣🤣,negative
herrr this boy bi gyimi gyimi boy i swear he no dey show remorse seff eeeeeeii pride destroy am paaa oooo,negative
u dey run anka wob3te wo sika fiaa s3 trumu nwii baako 😹😹😹😹,negative
ah herh vodafone nu them fool anaa,negative
like twene jonas said yɛ te krom ha nso gyimie nti nipa nni ahotɔ,negative
bayifoɔ ne ho yɛ ne dɛ,negative
he is stupid wob3kum trom na woadware sasaduro de3 gyae ma onfa ne mosuo nk,negative
eiiiiiii🤣🤣🤣🤣🤣🤣 hrrrrr woa shi anaaaa masa masa masa y3 ab kann3 ny3,negative
sua nyansa wai na sesiaa woyɛ celeb,negative
makɔbre me moja ani atua me billslight no nso gyina so s3 kurasini ne heels,negative
na nsmq nso de3 nanka black stars fa mo ho b3n,negative
wama me nsa 3si fm,negative
woy3 kwasia paaaa😂😂😂anka wob3n me aa anka wob3di slaps 😂😂😂,negative
masa south africa no curse biaa wasa aa wasatsw asamoah gyan twene jonas abedi pele south africa,negative
wu diieerrr gyina hor dwaman honhom wu fie fuoo y3 wu aahh wo si mm33rima p3 wu,negative
oh bɛrma ahye me tu me girl gyae me koraa me werɛ anho sei me nim nsa nom a nka ɛnɛ mɛboro forkn,negative
masa masa3y3 booshit na girl ye re keka ye oo,negative
nti vodafone fo k adwuma koraa k y3 de3n network basbasa bi sei😒,negative
here too ei arsenal a buei aha nso a booboooo 😜,negative
gidigidi no nyinaaa y3 dede 😂💔,negative
fa wo gemiii ko,negative
nkwasiansem saa na ade3 asa😂😂😂,negative
sɛ wagyimi 😂ne kwasia,negative
no sugarcoat am nana wo maame ye bayifuo ardee 💯,negative
ahnnn eiii so me de3 😏🤒,negative
nyame b3 tua mo nyinaaa ka s3 de3 mo ndwuma te3,negative
this kantrɛ ankasa nu ɛyɛ joke 😡😡😡😡😡😡,negative
menkasa wae mekoraa relationship afono me ate mani so 😉,negative
bibini wa gyimie saa wcka kyer3 broni koraa wcn gye di,negative
ana de armas man wtf,negative
akosua nhyira you mess me up,negative
ka wo deɛ bridge no abu agum🤣🤣,negative
fa wo gyimii kɔ,negative
by wednesday na peter atwa obi aso👂 na thursday nso judas agye sika💰💔😹😹 week wei b3y3 bloody💔,negative
akoa yɛ guy guy🤣🤣🤣see walkings bi🤣🤣💔💔💔,negative
me yɛ kwasia sɛ wo maame aboa bi ba te sɛ wo,negative
me dɔ hruuuuu sɛ girl wei yɛ spec abowa nyame nsa anu yɛ fɛ,negative
madam wei paaaaay3 s3 aponkye bini aah 3gu milk mu😍😍😍,negative
tugyimi fans adwuma aba oooo,negative
nti ne koraa koraa ne sɛn wana forefathers dema sufferings too u want profit from it ahhh na nti wo ankasa what u dey look for,negative
wo y3 panin bme paaa,negative
de bryne be eye ared paaaa,negative
massa gyae gyae na enfa😒,negative
sika no ashe 3ka aba,negative
aden kuame eugene nu cy3 ninja gaiden anaa cos ei😭,negative
sika no ahye sika no ahye,negative
ah 💔 na sark no wagyimi anaa,negative
charlie wo kraa ad3n aa hoh,negative
nti bɔne bɛn paaaa onua,negative
obiaa y3 good sterling p3 na wasa,negative
na underground artiste nsu anka brezz fa neho b3n,negative
buy wig na ti ti fa tari h😎,negative
dear santa ɛkyena na yɛɛwo agyenkwa no nanso buronya dua mpo menni bi na wode presents agu aseɛ ama me im so sad🥺,negative
significant other fuo nyinaaa tri so 🤣💔,negative
tema mayor no be ghanaian 😹 woka ho bi na fuel prices k soro,negative
phone na watwa no tataatan saa no,negative
sika sem nti hmmm,negative
hwɛ gyimifo bi nso when i write twi you guys dont reply 🤣🤣 you cant even write your own language ɔdabɔ nua wo yɛ okisi wɔfaase wai🤣🤣 wo deɛ di makyi mɛ keka nsɛm akyerɛ wo,negative
ali di33 nanka date rush fa wo ho b3n wo di33 y3 aponkyi ni odwan,negative
theres nothing like clean or dirty money sika biaa yɛ sika hwɛ ɔmo gyimie bi,negative
to wit ɔkwasia nɛ ka sɛ yɛ de me yɔnko na yɛ ne me,negative
kwasia club baako nso nie 😂,negative
fa wo kwasiaa kor,negative
mo ngyimi y3 a anka wei nso y3 news,negative
arh na gani wie paaa herrr na wie jon ben na womu 😂 me num saaaa na bo 680 am wope ahh do all year mi num 😂,negative
gyae gyimie na p3 phone papa,negative
bla gyai na ɛbɛjwiri,negative
madam madam madam gyaiii saa wai,negative
y de beef noh de sweet erh,negative
my head no nice koraa😂😂😂,negative
heeeeeeeeer 😢😭😭 bibini yɛ wicked roff,negative
supporters nso fooo by heart kasa nkoaa,negative
champion ade no atete ankasa ɛnyɛ kakra asɛm biaa,negative
bibini agyimi aaa ma y3ti suit ni tie yanti hwee biem😂😂😂😂,negative
odoi no celebrate sef 😂😂😂 some apapu bi anka he do suiii siiaa 😂😂,negative
nurse nii a cy3 bayifo a y3de no ato night shift🤔 nti saa no cb3y3 d3n atu😂😂,negative
wo din ne wo honam s3 wodi ohia na 3ka ns3m hunuohia ye forkin ampa,negative
prepaid nti woda awia aa won s fan,negative
s3 eny3 nsem bi a anka ka nokware s33 chelsea nso y3 team mpo anaa 🙄 🤧🤧🤧 mu sore a dede hunu nkoaa ene mun3 🤣🤣🤣🤣🤣🤣🤣🤣,negative
oh ka bi ka ho erh 😂😂🔥💔 he be jon pass,negative
man utd nyame b3 tua mu ka paaaaaaaaaa😭😭😭😭😭😭😭,negative
na bibini b3y33d3n wo wiase,negative
nana di sika no so na wowu aa bank foc b3fa,negative
eric zet3p3 nsu dierr anka fa wo ho b3n 😂😂,negative
i no dey barb wei bookmark b3n na 3w mu amanfour agyimi oooo,negative
mo de3 gyimi sei aaa sei aa na y3mbr3 saa sack that fraud 🙄🙄,negative
suro nyimpa atse wayoosi wfr3 no beyie ba obiara nnhu no w krom ha oo odur enyimbir aaa y3 hen w sunsum musnap audiosgt😂,negative
dem de vex me fokn,negative
nisuo nkoaa na me su ooooo daa k3 daa k3 daa,negative
asw3 wagyimie oooo eeiiii mey3m mpo ashi me s3naa ebi didi bi akyi😂😂😂😂😂😂😂 eeiii kweku picaso,negative
kwasia yɛnkankyerɛ wo ansa 😂😂😂😂😂,negative
wode3 wo se coma mpo 🤣,negative
ckaa s3 but naa ne mehuu s3 gyimii naa,negative
ei enti valentine nu y3nka ho bi 🤔,negative
gyimie nkoaa aka mo,negative
mariano diaz no oy3 kwasia anaa,negative
mo nam hollywood na mo yɛ photoshoot mmoa,negative
masa masa henderson no wasa ooo eiii,negative
wotweaaa tomorrow koraa wcn ka,negative
use ur father picture as lock screen na wagyimi koraaa dodo 😤😤😤,negative
adɛn wone mai no wɔ personal issues anaa beef no asɛ tinapa eiii kwabena sarfo kantanka de asɛm bɛba oo,negative
masa masa leave me alone lol ibi me p3 adey support utd,negative
see head akoa wei ti so papa ne ti kakra se global warming,negative
4 mooooore anaaa wose me ti tes3 kwadu 🤣,negative
etua woyonko ho aa etua dua mu heartless leaders nkooaaaa,negative
s3 nyame antua nppfour ka koraa anka na onni h,negative
akoa yi anim nɛ suu enye fɛ koraa ah,negative
shatta movement sanso de omo gyimiii kasa no aba 2021 the fake is the news mmoaa😂😂,negative
na houseofficer deɛ utag fa wo ho bɛn unless 🤔,negative
ei sake of block i block nard dem remove me eii koti y3 aboa oo 😆,negative
focus na gyaigyem33 na b bra,negative
herh wo gyimmie anaaaa,negative
so griezmann was gonna miss that eii ɛden oo yɛɛblɛ ankasa,negative
everyday u dey tweet ashawo season ashawo season nso wogye sika firi wo maame hc na to collectionjon boy😂😂😂,negative
eeeiii wo di asem b3ba ooo 😅,negative
yes we know 😂 ashawo nkoaa na aka wo,negative
saa na ay3 d3n aahh smh 😒😒😒,negative
wodea wo wano p3 asem papa,negative
wei nso monkor ka nkwasiasem,negative
opayin gyae kasa kakra wai na ɛyɛ ayɛ anasesɛm toɔ dodo,negative
wudini sei na mo se rip,negative
etua woyonko ho aa etua dua mu heartless leaders nkooaaaa,negative
masa nti this be the song tswww noise pollution nkoaaa 😂😂,negative
wat car papa ama driver a wabn lol wo nantee y3 koraa anka wadu,negative
3ka aba fie 🙆‍♂️ sika no ahye 😅,negative
this match dea ewuradze boa yɛn wai enya saa dea la wu ooo lawu 🏃🏃🏃🏃🏃🏃🏃🔙,negative
hwan nso na ablocki me w suro h no,negative
yetse sika so nnso akom di yen the most wicked vibe😭😭,negative
herh rockstar gyae gyimie nu wai seb3 wele kontomire too dey kanye west song inside arh,negative
will smith yɛ me ba anka bu a mɛ bu nu nerr,negative
adwaman nti wo nni ahotɔ 🤣🤣🤣,negative
ɛnkwadaa wei deɛ anka omodeɛ ne do switch ne nakeyaat na send me nudes ne touch it ɛfa wo ho bɛn😃,negative
herr gyae gyimie no na its early morning aaaah ma num koaraa atɔ,negative
wonni vision baako sei,negative
eeeiii y u bore so,negative
wonni nyansa baako mpo sei,negative
ah na girl nu wagyimi anaa,negative
😂 3ne mo nn3 wo p3 aboa na wanya no aa,negative
sika nti kwasia gyimie be y3 chairman,negative
vodafone ne papa nu s3 other networks nu di3 jon fuo nkoaa 🥳,negative
hye gu wai na oman no mu ay3 den aa wosee y3n mm3di wo dwa 😂😂,negative
woankasa wagyimi nti i wont mind u sia barima gyimifo tese woi dont hav to mind u,negative
baako suro ayigbe mafia anaa,negative
gay man de33 anka messi ne barcelana fawu hu b3n,negative
makɔbre me moja ani atua me billslight no nso gyina so s3 kurasini ne heels,negative
te amo kinda difficult lol 😩,negative
accra fo ne aho yaa🖕🏼🖕🏼 siato,negative
obaa na wode no toto nyame eeeii case nehu oo,negative
algeria mmoa double chance k3k3 u spoiled my longbet nkwaseafo nyame na atua mo ka agyimifo,negative
jimifuor baako nso nie,negative
kofi way3 yawa oh wo team no ay3 beans,negative
wu ankasa wu yɛ bayifoɔ bibiaa nyɛ wu fɛ,negative
sika nni wo botom a wo ti te sɛ dwan ti,negative
wo ti pafoo s3 form 4 nii chop box😭😭,negative
wo ho sɛ deɛ yatwe wonsono afa wo yɛm wate jeansman,negative
if this proverb was human adwene bne ba nipa ti mu a na ne nyansa so ate nka is,negative
sika ho ay3shi 3nti weed y3n passi,negative
aniwuo aka nnipa bebree 🤣🤣🤣🤣🤣🤣🤣🤣,negative
saa akoa no wagyimi tu,negative
😂 😂 me bo efu oo,negative
wo nim nyansa nti its far fetched for u,negative
lols na i be macho ooo oh hmm,negative
wonni sika nso dabiaa wo wc bundleahiafoc mma ne magic 😂😂,negative
gyimii saaa ne otan hunu nkoann,negative
asem b3n kraaaaa nie oh ama ghana,negative
afei koraa deɛ atra me,negative
s3 wo maame di33 konko na tua hor aboa ba pii,negative
grasshopper mpo na edey bore me 😔kingdomphylum ne de3 ekeka hoo💔😑,negative
wo de3 jimie players nkoaaa 😂💔,negative
ei nti africa bɛ yɛ yie na this way hmm sɛneɛ yaso ayɛ shi yi nabɛdiɛkyire bawumiaecons lecturer bɛtumi akyerɛ amarketifoɔ ama yɛn nsa akɔ yɛn ano ɛnyɛ saa yɛbɛ sensen ama ɔmo blue no ɛso mba mfasoɔ yie yie yie puie 😘🇦🇲🇬🇭⛈️⛈️⛈️,negative
aden na wohw3 nyame anim twa ntr saa,negative
eeiii krɔnoo mu flawless victory,negative
jack too wey nonsense dis wa titi mi followers nu su sɛy huuaaaah,negative
y3 b3 kor nsu na sh3 togo jeans ne getafe jersey mtchweeeee,negative
ahhh admin wei wagyimi anaa,negative
ei wo ne gyimie 😂,negative
mo nti brofo nti mose spanish 😂😂😂,negative
ashawofo na 3di valentine,negative
aden woakum obi anaa,negative
eii dis tym😂 woy3 baifoc anaa 😆,negative
nyame betua wo ka siaaaa 😂,negative
lol obiaa wosom nyame na wo kasa tantan saa no aw mb,negative
wagyimi anaa militao ni alaba kwraa gyi sen,negative
bella nso na no y3 kate kate papa 😂😂😂,negative
u claim theres no money but delegates are receiving 5000 each y3ti sika so na y3 bl3 yasore afri sika noso mu kyiky3 basa basabasa 😂,negative
gyae ns3mhunu n fa wo bad luck k 😒😒😒😒,negative
na chilwell no wagyimi anaa🤨,negative
ghanaian gyals 3ne gyimii hw3 din bi s3 lee min hoo,negative
hw3 nea cckyer3 ne ne nufu nketewa bi mtchew,negative
ahbarcelona paaammoa nni sikananso wcp3 top players😂😂😂😂😂,negative
gyama wɔ bɔ dam,negative
eii bikini nso y3de hy3 underwear ama de33 ly b3n nso nie🙄😤,negative
y3te sika so nanso 3km di yen y3te mmaa ho nanso 3tw3 km di yen 😭😭😭,negative
nice guy wo brofo basaa y3ka s3 sua ade3 a wodwene s3 y3reya wo,negative
wasa wasa wasa boss ne ti awu paaaaa,negative
suro nipa mmarima bi nso ny3,negative
wo dier wo gyimii nu 😂,negative
fa wo tro sorehc saaa na mo nim naaa daaa nkoaa mctwwe,negative
pele u wan disgrace me ke3ke3 eii,negative
real nigga paa na adwuma adi me sei,negative
1 minute biaa na trumu trumu fuo news nso nam mueii me de3 adey move to mars oo cos earth ha de3 nsem 33sisi,negative
adwene nay3 adwuma ah body nu br3,negative
journalist albert maka ahh maka wontumi nkyere me hweee✌️✌️,negative
🙄🙄🙄🙄enti waa de3 wo y3 3nti 3y3,negative
nti na information minister wonso wo wc ha no 🙌🤣,negative
ahiafoɔ ni nkwasia suggestions diɛ obi sika nanso wu kyere nu diɛ ɔnfa nyɛ,negative
philip dier ong ne huŋ y3 me hiŋ tu😂😂😂,negative
you baarb😂😂😂😂 tiwuii ne ahantan,negative
wadwen soa a 3nnfa nhy3 sam george wai gtfo na wagyimi dodo,negative
co ask and nyansa baako se nni mu,negative
gyimii ne 3ta nkoaa,negative
tsatsu tsikata is the law buh 1 min biaaaa dismissal of his case nam mu 🤣🤣🤣 hes the law now nu atɔ nsuom 90,negative
na wo woho bi,negative
wo yale oooo eiiii 😂😋,negative
min hu so koraa oh,negative
lmao wa ha me paa 😩😆😆😩,negative
nti wodi3 brofo nu na 3nkyer3 hwee 3ma wo ok😅😅,negative
s3 gyimie paa nie nyansa baako p3 mpo sei nni wo tri mu,negative
wote ejisu 3pe light masa fa won dede da na ahodwonhyiaeso nyinaa aye sum 🤣🤣😂🤣,negative
pochetino nso dierr nanka trophy fa wo ho ben,negative
omar sterling en rap saf we dey understand na obibinii apuu 😂,negative
ne brfo kraa ny3 me d3 😂😂,negative
nanim kasii ne bone straight hmm,negative
hwe wo kc ma protest 🤣🤣🤣🤣🤣🤣🤣,negative
mo na moo bl3 oo 😂😂😂,negative
drama king award ma f3re ama akoa no tu😂😂😂,negative
mo na mo bl33 ooh 😅,negative
wu y3 wu hu bi,negative
gyae gyimie no na sore,negative
eiiii wo gyimmie ooo 😂😂😂,negative
nyame betua mo ka paa,negative
masa gyae na wonyansasem wo fom,negative
kwaku anokye ampem nso di3 anka bet fa woho ben 🤣🤣🤣🤣,negative
nana nso de3 anka bet fa woho b3n eeei koo bibini,negative
me de3 sign player na weii mfa wo ho🌚,negative
coach foo baako nso nie 😂😂😂,negative
ay3 ka wonna enemys get we ooooo 3ny3 nkwasiafo politicians yiaa anka alatafo nso y3 nipa,negative
sunday bia this tl is basabasa mongyae saa,negative
3d3n basaa nso nie,negative
mɔ nhwɛ asem brofo mpo wɔ ntumi ntwerɛ na akan kasa na wɔ be su hu krakye pɛ koose bi di wae,negative
arh dis girl fool paa o arh nuela o s3 whan yi,negative
raphinha na ne ho aba dwa saa no,negative
eihhhh y3 wia mu ama presec o,negative
massa gyae gyimie no na wo nsua,negative
wude france tua tua ya so😂,negative
wonni sika aa 🤥 wose 3moo 🍚 3nmee ahiafoc ne nkwasia keka,negative
wagyae hwɛ nyɛ saa coach no onnim nyansa,negative
nyame b3 tua wo ka piii,negative
mmaa bi y3 forken papa😒,negative
wote ejisu 3pe light masa fa won dede da na ahodwonhyiaeso nyinaa aye sum 🤣🤣😂🤣,negative
ama ghana nti ɔman yi ɛbɛ yɛ yie ni🤔,negative
gyama bella yi cyale😏,negative
😂😂🤣😂🤣🤣herrrhh efiefoc y3nku na yasei wo kwa,negative
nti y3nka ho bi anaa☹️,negative
he is stupid wob3kum trom na woadware sasaduro de3 gyae ma onfa ne mosuo nk,negative
wo y3 gyimiifo woatsi,negative
this thing is getting out of hands ghanafoɔ brofo nnyɛ wei diɛ obiaa bɛko bi,negative
na portfolio maximization fa hajia bintu ho bɛn pls and pls,negative
mo guy guy nyinaa mo hy3 fake wrc kwesi arthur,negative
ei asi enti min ka ho bi,negative
propaganda nti nipa ni ahutɔ brofu nu nyɛ mi dɛ,negative
masa masa wo brofo kroaa ny3 buh u wan create fake account😂,negative
ghana de3 y3y3 ahushish3 dodo yare3 wei nso 3bi aba ghana ei😭💔,negative
masa ɛyɛ agoro gyae yooo jude too whats up small jogging too he ghost,negative
fa wo gyimii k trumu trumu de3 3fa ghanafo ho b3n jon fa k wo krom kenya hon more fire ns3mhunu sei de3 we hate it in ghana let him know,negative
sister 57million ne master bedroom wowie aa wasanso aka nkwaseas3m oh ghana nka as3m no w ahenfie nanim nyinaa ahonhono,negative
ama de asem beba o,negative
ma y3 confuse ooh,negative
eii na me what ado 🤦🏽‍♂️😭😭,negative
wo ni ani 👀 ong 😏😏,negative
na kuro wei koraa de3 s3 nipa s3 ndwee oo menhunuu oooo,negative
ahiafoɔ dating deɛ ntɔkwa hunu ne dede no dɔɔso dodo wo girl bisa wo 50 cedis kraa na wadwa ɛna wopɛ sika dodo ɛna wonyɛ wife material sika aboa na edi wahu sɛ kraman atɔ wig da😹😹😹,negative
hwɛ olé ne gyimie bi sɛweve been the most consistent team in the last few months lol man wɛi paaa hm,negative
ring koraa yedi na header madi wo awie 😂,negative
ashawo season fo nyinaa y3 mmoa 💀🚶🏾‍♂️,negative
s3be s3be na nananom agyimi anaa🤣🤣,negative
hmmm me ho kraa adwiri me,negative
😩😩😩😩😩me team no agu oooo,negative
obi nse kofi taylor s3 ne gyimie nu 3ka s3n,negative
everyday u dey tweet ashawo season ashawo season nso wogye sika firi wo maame hc na to collectionjon boy😂😂😂,negative
enfa na gyai 5 months vibing kraa fall water inside na 2 days p3,negative
fo nso wɔasã paa o won win match no na wɔ ntwe points gap no mu a woelose weekend yi nsɛ wobehyia fo no wobohu paa dɛ chance no kɔ,negative
nyame b3 tua wo ka piii,negative
lol barca dey suffer but juventus dea eii team na asa saa no,negative
papa no wabɔn o,negative
na de3n nkwaas3m so ni,negative
wei de3 dumsor paa oooo nanso wo ne hwan ko ka s3 okomfo se kooo,negative
awurade aka me 36gh p3 w me momo onti y33y3 ne d3n😔,negative
u ankasa u conf meditant rydee u sanna seh abi sm abi wo ni twem😁😎,negative
name like joe wise dierr anka gyimie fa wo hu bɛn i,negative
gyama wa fa bi ohn,negative
so norr we go do akyemmafia,negative
ni hu bi mtwee 😏,negative
